,oktmo,region_name,value_2014,value_2015,value_2016,value_2017,value_2018,in_program
2026,18643404,Волгоградскаяобласть,8,7,6,4,10,False
2027,18643408,Волгоградскаяобласть,16,18,13,10,14,True
2028,18643412,Волгоградскаяобласть,24,22,22,20,19,False
2029,18643416,Волгоградскаяобласть,7,3,9,8,5,False
2030,18643420,Волгоградскаяобласть,10,17,17,17,12,False
2031,18643424,Волгоградскаяобласть,13,9,9,7,8,False
2032,18643428,Волгоградскаяобласть,17,12,10,10,11,False
2033,18643432,Волгоградскаяобласть,13,8,4,7,5,False
2034,18643434,Волгоградскаяобласть,76,67,80,81,64,False
2035,18643440,Волгоградскаяобласть,6,7,2,3,4,False
2036,18643442,Волгоградскаяобласть,3,11,5,11,7,False
2037,18643444,Волгоградскаяобласть,36,26,29,28,21,False
2038,18643448,Волгоградскаяобласть,12,10,13,7,3,False
2039,18645404,Волгоградскаяобласть,34,40,28,28,20,False
2040,18645408,Волгоградскаяобласть,41,34,43,30,29,True
2041,18645412,Волгоградскаяобласть,34,34,27,26,18,False
2042,18645416,Волгоградскаяобласть,32,30,41,31,25,False
2043,18645420,Волгоградскаяобласть,28,29,20,24,20,False
2044,18645424,Волгоградскаяобласть,11,10,6,7,2,False
2045,18645428,Волгоградскаяобласть,43,29,31,36,32,False
2046,18645429,Волгоградскаяобласть,21,19,17,16,11,False
2047,18645430,Волгоградскаяобласть,13,9,7,9,6,False
2048,18645432,Волгоградскаяобласть,30,33,15,20,21,False
2049,18645436,Волгоградскаяобласть,26,14,20,10,8,False
2050,18645440,Волгоградскаяобласть,78,58,57,49,46,False
2051,18645444,Волгоградскаяобласть,30,15,23,15,12,False
2052,18645485,Волгоградскаяобласть,46,56,44,29,42,False
2053,18646404,Волгоградскаяобласть,10,5,4,9,4,False
2054,18646408,Волгоградскаяобласть,8,12,12,8,7,False
2055,18646412,Волгоградскаяобласть,20,24,23,24,16,False
2056,18646420,Волгоградскаяобласть,15,12,11,10,12,False
2057,18646423,Волгоградскаяобласть,105,98,82,95,68,False
2058,18646440,Волгоградскаяобласть,8,15,8,10,10,False
2059,18646454,Волгоградскаяобласть,16,20,16,7,11,False
2060,18646456,Волгоградскаяобласть,24,27,21,19,19,False
2061,18646468,Волгоградскаяобласть,10,9,5,5,6,False
2062,18647404,Волгоградскаяобласть,15,6,9,8,8,False
2063,18647406,Волгоградскаяобласть,5,8,5,10,4,False
2064,18647408,Волгоградскаяобласть,19,17,11,13,8,False
2065,18647412,Волгоградскаяобласть,8,5,2,1,1,False
2066,18647416,Волгоградскаяобласть,17,9,12,8,12,True
2067,18647420,Волгоградскаяобласть,10,6,6,4,4,False
2068,18647424,Волгоградскаяобласть,18,13,13,13,16,False
2069,18647436,Волгоградскаяобласть,20,13,15,8,7,False
2070,18647440,Волгоградскаяобласть,5,8,2,4,4,False
2071,18649404,Волгоградскаяобласть,55,63,55,32,44,False
2072,18649408,Волгоградскаяобласть,32,30,24,23,22,False
2073,18649412,Волгоградскаяобласть,74,56,50,42,64,False
2074,18649416,Волгоградскаяобласть,32,27,21,23,24,False
2075,18649420,Волгоградскаяобласть,40,27,27,25,35,False
2076,18649424,Волгоградскаяобласть,34,27,23,19,28,False
2077,18649428,Волгоградскаяобласть,44,22,38,28,29,False
2078,18649436,Волгоградскаяобласть,20,15,23,17,20,False
2079,18649440,Волгоградскаяобласть,45,26,34,24,34,False
2080,18650404,Волгоградскаяобласть,9,3,3,3,5,False
2081,18650408,Волгоградскаяобласть,17,12,12,16,14,False
2082,18650412,Волгоградскаяобласть,9,6,10,13,4,True
2083,18650414,Волгоградскаяобласть,3,3,2,4,4,False
2084,18650416,Волгоградскаяобласть,20,18,19,22,17,False
2085,18650420,Волгоградскаяобласть,13,13,13,8,6,False
2086,18650428,Волгоградскаяобласть,6,5,9,8,2,False
2087,18650432,Волгоградскаяобласть,9,8,6,3,6,False
2088,18650436,Волгоградскаяобласть,8,10,6,5,3,False
2089,18650444,Волгоградскаяобласть,13,14,12,13,8,False
2090,18650448,Волгоградскаяобласть,11,9,6,7,6,False
2091,18650452,Волгоградскаяобласть,14,6,11,6,5,False
2092,18650456,Волгоградскаяобласть,9,6,5,12,5,False
2093,18650460,Волгоградскаяобласть,18,13,8,13,6,False
2094,18651404,Волгоградскаяобласть,25,19,13,22,27,False
2095,18651408,Волгоградскаяобласть,21,15,25,14,20,False
2096,18651412,Волгоградскаяобласть,42,27,32,34,24,False
2097,18651416,Волгоградскаяобласть,59,44,38,43,43,False
2098,18651420,Волгоградскаяобласть,21,11,11,11,10,False
2099,18651424,Волгоградскаяобласть,33,33,23,25,18,False
2100,18651428,Волгоградскаяобласть,56,44,40,59,36,False
2101,18651432,Волгоградскаяобласть,23,17,21,24,26,False
2102,18651436,Волгоградскаяобласть,23,16,15,9,10,False
2103,18651439,Волгоградскаяобласть,50,52,46,50,33,True
2104,18652404,Волгоградскаяобласть,3,5,2,3,2,False
2105,18652408,Волгоградскаяобласть,17,11,17,15,12,False
2106,18652412,Волгоградскаяобласть,11,8,7,3,2,False
2107,18652416,Волгоградскаяобласть,39,50,27,33,35,False
2108,18652420,Волгоградскаяобласть,16,18,11,13,8,False
2109,18652424,Волгоградскаяобласть,20,15,10,12,11,False
2110,18652426,Волгоградскаяобласть,8,6,3,3,3,False
2111,18652428,Волгоградскаяобласть,10,4,6,5,3,False
2112,18652432,Волгоградскаяобласть,10,7,2,3,7,False
2113,18652436,Волгоградскаяобласть,13,6,4,4,6,False
2114,18652440,Волгоградскаяобласть,11,16,8,7,7,False
2115,18652444,Волгоградскаяобласть,28,18,22,17,16,True
2116,18652445,Волгоградскаяобласть,7,10,6,9,2,False
2117,18652448,Волгоградскаяобласть,9,6,13,6,7,False
2118,18652453,Волгоградскаяобласть,72,80,68,70,62,False
2119,18652460,Волгоградскаяобласть,9,10,12,6,9,False
2120,18652464,Волгоградскаяобласть,16,12,11,8,9,False
2121,18652468,Волгоградскаяобласть,7,5,3,6,3,False
2122,18653404,Волгоградскаяобласть,16,9,16,15,9,False
2123,18653408,Волгоградскаяобласть,13,14,11,8,7,False
2124,18653412,Волгоградскаяобласть,11,10,8,12,6,False
2125,18653416,Волгоградскаяобласть,16,18,16,12,6,False
2126,18653420,Волгоградскаяобласть,18,13,13,18,10,False
2127,18653424,Волгоградскаяобласть,15,20,12,15,11,False
2128,18653426,Волгоградскаяобласть,54,41,35,39,32,False
2129,18653428,Волгоградскаяобласть,22,13,21,24,16,False
2130,18653436,Волгоградскаяобласть,24,21,22,28,16,False
2131,18653444,Волгоградскаяобласть,14,14,9,12,12,False
2132,18654404,Волгоградскаяобласть,10,8,14,5,6,False
2133,18654408,Волгоградскаяобласть,7,2,1,2,3,False
2134,18654412,Волгоградскаяобласть,2,4,4,4,2,False
2135,18654416,Волгоградскаяобласть,4,6,3,4,2,False
2136,18654420,Волгоградскаяобласть,18,11,9,7,12,False
2137,18654424,Волгоградскаяобласть,8,5,5,8,4,False
2138,18654428,Волгоградскаяобласть,5,1,4,2,2,False
2139,18654432,Волгоградскаяобласть,4,2,1,2,2,False
2140,18654436,Волгоградскаяобласть,3,7,3,2,4,False
2141,18654440,Волгоградскаяобласть,30,22,21,28,14,False
2142,18654444,Волгоградскаяобласть,13,11,15,8,6,False
2143,18654446,Волгоградскаяобласть,17,10,11,13,7,False
2144,18654448,Волгоградскаяобласть,2,1,3,1,1,False
2145,18654452,Волгоградскаяобласть,11,6,6,5,2,False
2146,18654456,Волгоградскаяобласть,3,6,8,7,7,False
2147,18654460,Волгоградскаяобласть,7,5,5,5,5,False
2148,18654462,Волгоградскаяобласть,10,13,17,13,10,False
2149,18654464,Волгоградскаяобласть,4,4,1,2,1,False
2150,18654468,Волгоградскаяобласть,15,21,8,11,10,False
2151,18654472,Волгоградскаяобласть,9,7,5,10,3,False
2152,18654476,Волгоградскаяобласть,19,28,20,16,14,False
2153,18654480,Волгоградскаяобласть,29,28,24,18,17,False
2154,18654484,Волгоградскаяобласть,13,8,8,8,5,False
2155,18654488,Волгоградскаяобласть,16,14,17,18,16,False
2156,18654492,Волгоградскаяобласть,5,9,9,8,6,False
2157,18656404,Волгоградскаяобласть,12,24,17,13,10,False
2158,18656408,Волгоградскаяобласть,21,10,4,5,10,False
2159,18656420,Волгоградскаяобласть,46,37,26,30,28,False
2160,18656424,Волгоградскаяобласть,9,11,3,7,3,False
2161,18656428,Волгоградскаяобласть,21,16,12,12,11,False
2162,18656430,Волгоградскаяобласть,8,10,6,9,5,False
2163,18656432,Волгоградскаяобласть,21,11,8,10,11,False
2164,18656436,Волгоградскаяобласть,9,6,12,4,13,False
2165,18656440,Волгоградскаяобласть,25,12,10,8,9,False
2166,18656444,Волгоградскаяобласть,26,16,21,10,13,False
2167,18656448,Волгоградскаяобласть,22,7,5,9,8,False
2168,18658404,Волгоградскаяобласть,5,5,3,4,5,False
2169,18658408,Волгоградскаяобласть,18,11,9,6,6,False
2170,18658412,Волгоградскаяобласть,15,12,13,6,3,False
2171,18658416,Волгоградскаяобласть,9,8,6,3,6,False
2172,18658418,Волгоградскаяобласть,9,6,6,7,3,False
2173,18658420,Волгоградскаяобласть,8,9,7,7,7,False
2174,18658428,Волгоградскаяобласть,20,12,19,14,8,False
2175,18658432,Волгоградскаяобласть,18,14,16,10,10,False
2176,18658434,Волгоградскаяобласть,3,8,3,4,1,False
2177,18658436,Волгоградскаяобласть,4,6,7,8,4,False
