регион,МО,2017,2018,октмо
Вологодская область,шейбухтовское,358,345,
Вологодская область,аргуновское,976,951,
Вологодская область,завражское,1099,1088,
Вологодская область,зеленцовское,997,988,
Вологодская область,кемское,1369,1338,
Вологодская область,краснополянское,4592,4579,41615464
Вологодская область,никольское,2357,2244,
Вологодская область,пермасское,699,687,
Вологодская область,востровское,562,550,
Вологодская область,ищенское,1824,1826,
Вологодская область,игмасское,612,583,
Вологодская область,нюксенское,5631,5583,
Вологодская область,архангельское,533,930,
Вологодская область,биряковское,857,836,
Вологодская область,воробьевское,807,786,
Вологодская область,двиницкое,798,789,
Вологодская область,нестеровское,443,500,
Вологодская область,пельшемское,514,506,
Вологодская область,приное,1876,1833,
Вологодская область,чучковское,654,616,
Вологодская область,двиницкое,532,507,
Вологодская область,ногинское,2671,2632,
Вологодская область,раменское,929,915,
Вологодская область,сямженское,4029,4071,
Вологодская область,спасское,1029,993,19620484101
Вологодская область,верховское,541,534,
Вологодская область,заборское,992,989,
Вологодская область,илезское,436,389,
Вологодская область,маркушевское,627,615,
Вологодская область,тарногское,7866,7878,
Вологодская область,великодворское,615,608,
Вологодская область,калининское,1492,1443,
Вологодская область,мосеевское,463,453,
Вологодская область,толшменское,1442,1385,
Вологодская область,погореловское,3000,2981,
Вологодская область,пятовское,5844,5734,
Вологодская область,бо,697,683,41606412
Вологодская область,высоковское,1194,1165,
Вологодская область,троицкое,936,928,
Вологодская область,устьянское,5016,4924,
Вологодская область,желябовское,2200,2163,
Вологодская область,залесское,992,950,
Вологодская область,лентьевское,928,913,
Вологодская область,мезженское,565,554,
Вологодская область,никифоровское,881,857,
Вологодская область,никольское,890,876,
Вологодская область,устюженское,1959,1909,
Вологодская область,ильинское,576,549,11611412
Вологодская область,кубенское,1330,1276,19620440101
Вологодская область,семинее,1246,1161,
Вологодская область,харовское,1226,1223,
Вологодская область,шапшинское,893,842,
Вологодская область,белокрестское,2344,2282,
Вологодская область,первомайское,923,890,19620000
Вологодская область,абакановское,2656,2609,
Вологодская область,воскресенское,2309,2293,
Вологодская область,малечкинское,2111,2088,
Вологодская область,ирдоматское,2082,2107,
Вологодская область,климовское,2440,2425,
Вологодская область,мяксинское,2233,2150,
Вологодская область,нелазское,2033,2012,
Вологодская область,судское,6483,6417,
Вологодская область,тоншаловское,5751,5778,
Вологодская область,уломское,3305,3216,
Вологодская область,югское,3865,3880,
Вологодская область,ягановское,985,979,
Вологодская область,яргомжское,2952,2957,
Вологодская область,чебсарское,1423,1384,
Вологодская область,ершовское,932,915,
Вологодская область,железнодорожное,678,669,
Вологодская область,никольское,1074,1093,
Вологодская область,нифантовское,2373,2365,
Вологодская область,сиземское,1510,1475,
Вологодская область,угольское,4503,4616,
Вологодская область,чуровское,1869,1858,
Вологодская область,юроченское,181,178,
Алтайский край,алейский,1106,1084,1601402
Алтайский край,безголосовский,595,587,
Алтайский край,большепанюшевский,562,554,
Алтайский край,боровской,999,1000,
Алтайский край,дружбинский,1034,1036,
Алтайский край,дубровский,811,793,18620436101
Алтайский край,заветильичвский,1556,1572,
Алтайский край,кашинский,1197,1186,
Алтайский край,кировский,725,694,
Алтайский край,краснопартизанский,527,529,
Алтайский край,малиновский,257,227,
Алтайский край,моховской,864,868,
Алтайский край,осколковский,705,706,
Алтайский край,плотавский,445,435,
Алтайский край,савинский,403,390,
Алтайский край,совхозный,1058,1041,
Алтайский край,урюпинский,619,659,
Алтайский край,фрунзенский,556,548,
Алтайский край,чапаевский,494,498,
Алтайский край,айский,3214,3200,
Алтайский край,алтайский,14218,14118,
Алтайский край,беловский,416,412,1602412
Алтайский край,куяганский,925,916,
Алтайский край,куячинский,948,928,
Алтайский край,макарьевский,428,416,
Алтайский край,нижнекаменский,2053,2056,
Алтайский край,пролетарский,1292,1311,
