регион,название ,2014   ,2013   ,октмо
Волгоградская область,Сельское поселение Колышкинское,504,,
Волгоградская область,Сельское поселение Красноярское,637,,
Волгоградская область,Сельское поселение Курнаевское,629,,
Волгоградская область,Сельское поселение Лятошинское,592,,
Волгоградская область,Сельское поселение Новоквасниковское,612,,
Волгоградская область,Сельское поселение Новополтавское,1360,,18652444
Волгоградская область,Сельское поселение Новотихоновское,586,,
Волгоградская область,Сельское поселение Салтовское,837,,
Волгоградская область,Сельское поселение Старополтавское,4140,,
Волгоградская область,Сельское поселение Торгунское,766,,
Волгоградская область,Сельское поселение Харьковское,985,,
Волгоградская область,Сельское поселение Черебаевское,504,,
Волгоградская область,Сельское поселение Ближнеосиновское,1013,,
Волгоградская область,Сельское поселение Верхнесолоновское,1100,,
Волгоградская область,Сельское поселение Добринское,937,,
Волгоградская область,Сельское поселение Лысовское,1114,,
Волгоградская область,Сельское поселение Качалинское,1325,,
Волгоградская область,Сельское поселение Сысоевское,1221,,
Волгоградская область,Сельское поселение Нижнечирское,4480,,
Волгоградская область,Сельское поселение Лобакинское,1414,,
Волгоградская область,Сельское поселение Новомаксимовское,2113,,
Волгоградская область,Сельское поселение Нижнеосиновское,1123,,
Волгоградская область,Сельское поселение Акчернское,1356,,
Волгоградская область,Сельское поселение Беспаловское,519,,
Волгоградская область,Сельское поселение Бесплемяновское,399,,
Волгоградская область,Сельское поселение Большинское,656,,18654416
Волгоградская область,Сельское поселение Бубновское,1110,,
Волгоградская область,Сельское поселение Верхнебезымяновское,711,,
Волгоградская область,Сельское поселение Верхнесоинское,510,,
Волгоградская область,Сельское поселение Вихлянцевское,227,,
Волгоградская область,Сельское поселение Вишняковское,495,,
Волгоградская область,Сельское поселение Добринское,2301,,
Волгоградская область,Сельское поселение Дубовское,1538,,
Волгоградская область,Сельское поселение Дьяконовское,1134,,
Волгоградская область,Сельское поселение Забурдяевское,446,,
Волгоградская область,Сельское поселение Искринское,1048,,
Волгоградская область,Сельское поселение Котовское,1038,,
Волгоградская область,Сельское поселение Краснянское,590,,
Волгоградская область,Сельское поселение Креповское,987,,
Волгоградская область,Сельское поселение Лощиновское,513,,
Волгоградская область,Сельское поселение Михайловское,1643,,
Волгоградская область,Сельское поселение Окладненское,919,,
Волгоградская область,Сельское поселение Ольшанское,2705,,
Волгоградская область,Сельское поселение Петровское,2832,,
Волгоградская область,Сельское поселение Россошинское,1289,,
Волгоградская область,Сельское поселение Салтынское,1932,,
Волгоградская область,Сельское поселение Хоперопионерское,893,,
Волгоградская область,Сельское поселение Арчединское,1522,,
Волгоградская область,Сельское поселение Большелычакское,966,,
Волгоградская область,Сельское поселение Ветютневское,3158,,
Волгоградская область,Сельское поселение Дудаченское,560,,
Волгоградская область,Сельское поселение Краснолиповское,1296,,
Волгоградская область,Сельское поселение Лычакское,711,,
Волгоградская область,Сельское поселение Малодельское,1296,,
Волгоградская область,Сельское поселение Писаревское,625,,
Волгоградская область,Сельское поселение Пригородное,1422,,
Волгоградская область,Сельское поселение Терновское,1755,,
Волгоградская область,Сельское поселение Шуруповское,1092,,
Волгоградская область,Сельское поселение Алешкинское,411,,
Волгоградская область,Сельское поселение Басакинское,1302,,
Волгоградская область,Сельское поселение Большетерновское,853,,
Волгоградская область,Сельское поселение Верхнегнутовское,937,,
Волгоградская область,Сельское поселение Елкинское,595,,
Волгоградская область,Сельское поселение Захаровское,800,,
Волгоградская область,Сельское поселение Красноярское,1188,,
Волгоградская область,Сельское поселение Нижнегнутовское,1492,,
Волгоградская область,Сельское поселение Пристеновское,495,,
Волгоградская область,Сельское поселение Сизовское,666,,
Волгоградская область,Сельское поселение Тормосиновское,1707,,
Волгоградская область,Сельское поселение Вепсское национальное,1027,,
Волгоградская область,Борисовское сельское поселение,2870,,
Волгоградская область,Володинское сельское поселение,533,,
Волгоградская область,Дубровское сельское поселение,391,,
Волгоградская область,Пожарское сельское поселение,513,,
Волгоградская область,Пяжозерское сельское поселение,1037,,
Волгоградская область,Санинское сельское поселение,660,,
Волгоградская область,Сиучское сельское поселение,196,,
Волгоградская область,Тороповское сельское поселение,1354,,
Волгоградская область,Центральное сельское поселение,278,,
Волгоградская область,Бабушкинское сельское поселение,4412,,
Волгоградская область,Березниковское сельское поселение,529,,
Волгоградская область,Демьяновское сельское поселение,453,,
Волгоградская область,Идское сельское поселение,389,,
Волгоградская область,Логдузское сельское поселение,498,,
Волгоградская область,Миньковское сельское поселение,1719,,
Волгоградская область,Подболотное сельское поселение,1079,,
Волгоградская область,Рослятинское сельское поселение,2022,,
Волгоградская область,Тимановское сельское поселение,713,,
Волгоградская область,Юркинское сельское поселение,520,,
Волгоградская область,Антушевское сельское поселение,693,,
Волгоградская область,Артюшинское сельское поселение,758,,
Волгоградская область,Визьменское сельское поселение,390,,
Волгоградская область,Глушковское сельское поселение,502,,
Волгоградская область,Гулинское сельское поселение,566,,
Волгоградская область,Енинское сельское поселение,416,,
Волгоградская область,Куностьское сельское поселение,1186,,
Волгоградская область,Панинское сельское поселение,297,,
Волгоградская область,Шольское сельское поселение,1518,,
Волгоградская область,Андреевское сельское поселение,735,,
Волгоградская область,Васильевское сельское поселение,436,,
Волгоградская область,Ивановское сельское поселение,375,,
Волгоградская область,Киснемское сельское поселение,427,,
Волгоградская область,Коневское сельское поселение,698,,
Волгоградская область,Липиноборское сельское поселение,3921,,
Волгоградская область,Пиксимовское сельское поселение,180,,
Волгоградская область,Покровское сельское поселение,221,,
Волгоградская область,Пореченское сельское поселение,237,,
Волгоградская область,Роксомское сельское поселение,168,,
Волгоградская область,Верхневарженское сельское поселение,207,,
Волгоградская область,Верхнешарденгское сельское поселение,272,,
Волгоградская область,Красавинское сельское поселение,1146,,
Волгоградская область,Ломоватское сельское поселение,1030,,
Волгоградская область,Марденгское сельское поселение,791,,
Волгоградская область,Нижнеерогодское сельское поселение,233,,
Волгоградская область,Нижнешарденгское сельское поселение,364,,
Волгоградская область,Опокское сельское поселение,1138,,
Волгоградская область,Орловское сельское поселение,344,,
Волгоградская область,Парфеновское сельское поселение,309,,
Волгоградская область,Покровское сельское поселение,340,,
Волгоградская область,Самотовинское сельское поселение,3086,,
Волгоградская область,Стреленское сельское поселение,153,,
Волгоградская область,Сусоловское сельское поселение,735,,
Волгоградская область,Теплогорское сельское поселение,362,,
Волгоградская область,Трегубовское сельское поселение,1383,,
Волгоградская область,Усть-Алексеевское сельское поселение,1033,,
Волгоградская область,Шемогодское сельское поселение,555,,
Волгоградская область,Юдинское сельское поселение,2624,,
Волгоградская область,Верховажское сельское поселение,5578,,
Волгоградская область,Верховское сельское поселение,754,,
Волгоградская область,Климушинское сельское поселение,396,,
Волгоградская область,Коленгское сельское поселение,298,,
Волгоградская область,Липецкое сельское поселение,453,,
Волгоградская область,Морозовское сельское поселение,867,,
Волгоградская область,Наумовское сельское поселение,929,,
Волгоградская область,Нижнекулойское сельское поселение,698,,
Волгоградская область,Олюшинское сельское поселение,228,,
Волгоградская область,Сибирское сельское поселение,402,,
Волгоградская область,Терменгское сельское поселение,332,,
Волгоградская область,Чушевицкое сельское поселение,1897,,
Волгоградская область,Шелотское сельское поселение,434,,
Волгоградская область,Бекетовское сельское поселение,972,,
Волгоградская область,Кадниковское сельское поселение,2250,,
Волгоградская область,Митюковское сельское поселение,404,,
Волгоградская область,Мишутинское сельское поселение,636,,
Волгоградская область,Нижнеслободское сельское поселение,716,,
Волгоградская область,Тигинское сельское поселение,1116,,
Волгоградская область,Ючкинское сельское поселение,752,,
Волгоградская область,Явенгское сельское поселение,1785,,
Волгоградская область,Кубенское сельское поселение,6167,,
Волгоградская область,Майское сельское поселение,6903,,
Волгоградская область,Лесковское сельское поселение,3083,,
Волгоградская область,Марковское сельское поселение,2005,,
Волгоградская область,Новленское сельское поселение,3440,,
Волгоградская область,Сосновское сельское поселение,3861,,
Волгоградская область,Подлесное сельское поселение,6147,,
Волгоградская область,Прилукское сельское поселение,2318,,
Волгоградская область,Семенковское сельское поселение,5610,,
Волгоградская область,Спасское сельское поселение,4336,,
Волгоградская область,Старосельское сельское поселение,3078,,
Волгоградская область,Федотовское сельское поселение,4831,,
Волгоградская область,Алмозерское сельское поселение,844,,
Волгоградская область,Андомское сельское поселение,1860,,
Волгоградская область,Анненское сельское поселение,2479,,
Волгоградская область,Анхимовское сельское поселение,1577,,
Волгоградская область,Девятинское сельское поселение,4294,,
Волгоградская область,Казаковское сельское поселение,482,,
Волгоградская область,Кемское сельское поселение,921,,
Волгоградская область,Мегорское сельское поселение,1050,,
Волгоградская область,Оштинское сельское поселение,1318,,
Волгоградская область,Саминское сельское поселение,659,,
Волгоградская область,Юровское сельское поселение,2736,,
Волгоградская область,Ростиловское сельское поселение,2466,,
Волгоградская область,Комьянское сельское поселение,1855,,
Волгоградская область,Перцевское сельское поселение,2321,,
Волгоградская область,Сидоровское сельское поселение,1887,,
Волгоградская область,Андроновское сельское поселение,306,,
Волгоградская область,Барановское сельское поселение,396,,
Волгоградская область,Бойловское сельское поселение,357,,
Волгоградская область,Мазское сельское поселение,519,,
Волгоградская область,Никольское сельское поселение,1051,,
Волгоградская область,Рукавицкое сельское поселение,575,,
Волгоградская область,Алешинское сельское поселение,953,,
Волгоградская область,Горицкое сельское поселение,532,,
Волгоградская область,Коварзинское сельское поселение,489,,
Волгоградская область,Липовское сельское поселение,918,,
Волгоградская область,Николоторжское сельское поселение,1486,,
Волгоградская область,Талицкое сельское поселение,1618,,
Волгоградская область,Ферапонтовское сельское поселение,1207,,
Волгоградская область,Чарозерское сельское поселение,669,,
Волгоградская область,Городецкое сельское поселение,10026,,
Волгоградская область,Кичменгское сельское поселение,4907,,
Волгоградская область,Енангское сельское поселение,1976,,
Волгоградская область,Ботановское сельское поселение,648,,
Волгоградская область,Старосельское сельское поселение,966,,
Волгоградская область,Сухонское сельское поселение,3103,,
Волгоградская область,Туровецкое сельское поселение,729,,
Волгоградская область,Шейбухтовское сельское поселение,380,,
Волгоградская область,Аргуновское сельское поселение,1074,,
Волгоградская область,Байдаровское сельское поселение,698,,
Волгоградская область,Вахневское сельское поселение,664,,
Волгоградская область,Кемское сельское поселение,1460,,
Волгоградская область,Завражское сельское поселение,1219,,
Волгоградская область,Зеленцовское сельское поселение,1128,,
Волгоградская область,Краснополянское сельское поселение,4570,,
Волгоградская область,Нигинское сельское поселение,560,,
Волгоградская область,Пермасское сельское поселение,768,,
Волгоградская область,Теребаевское сельское поселение,749,,
Волгоградская область,Востровское сельское поселение,623,,
Волгоградская область,Городищенское сельское поселение,1966,,
Волгоградская область,Игмасское сельское поселение,697,,
Волгоградская область,Нюксенское сельское поселение,5873,,
Волгоградская область,Архангельское сельское поселение,553,,
Волгоградская область,Биряковское сельское поселение,884,,
Волгоградская область,Боровецкое сельское поселение,605,,
Волгоградская область,Воробьевское сельское поселение,860,,
Волгоградская область,Двиницкое сельское поселение,828,,
Волгоградская область,Нестеровское сельское поселение,526,,
Волгоградская область,Пельшемское сельское поселение,539,,
Волгоградская область,Пригородное сельское поселение,1369,,
Волгоградская область,Чучковское сельское поселение,726,,
Волгоградская область,Двиницкое сельское поселение,576,,
Волгоградская область,Житьевское сельское поселение,567,,
Волгоградская область,Коробицинское сельское поселение,505,,
Волгоградская область,Ногинское сельское поселение,1032,,
Волгоградская область,Раменское сельское поселение,1004,,
Волгоградская область,Режское сельское поселение,360,,
Волгоградская область,Сямженское сельское поселение,3956,,
Волгоградская область,Устьрецкое сельское поселение,487,,
Волгоградская область,Спасское сельское поселение,1117,,
Волгоградская область,Верховское сельское поселение,616,,
Волгоградская область,Заборское сельское поселение,1097,,
Волгоградская область,Илезское сельское поселение,560,,
Волгоградская область,Маркушевское сельское поселение,658,,
Волгоградская область,Тарногское сельское поселение,7990,,
Волгоградская область,Великодворское сельское поселение,659,,
Волгоградская область,Вожбальское сельское поселение,608,,
Волгоградская область,Калининское сельское поселение,1052,,
Волгоградская область,Медведевское сельское поселение,739,,
Волгоградская область,Мосеевское сельское поселение,534,,
Волгоградская область,Толшменское сельское поселение,1605,,
Волгоградская область,Погореловское сельское поселение,2977,,
Волгоградская область,Пятовское сельское поселение,5229,,
Волгоградская область,Богородское сельское поселение,733,,
Волгоградская область,Высоковское сельское поселение,1198,,
Волгоградская область,Заднесельское сельское поселение,554,,
Волгоградская область,Никольское сельское поселение,513,,
Волгоградская область,Троицкое сельское поселение,954,,
Волгоградская область,Устьянское сельское поселение,4035,,
Волгоградская область,Сельское поселение поселок имени Желябова,1073,,
Волгоградская область,Залесское сельское поселение,1057,,
Волгоградская область,Лентьевское сельское поселение,939,,
Волгоградская область,Мезженское сельское поселение,593,,
Волгоградская область,Моденское сельское поселение,371,,
Волгоградская область,Никифоровское сельское поселение,949,,
Волгоградская область,Никольское сельское поселение,922,,
Волгоградская область,Сошневское сельское поселение,861,,
Волгоградская область,Устюженское сельское поселение,2035,,
Волгоградская область,Азлецкое сельское поселение,286,,
Волгоградская область,Ильинское сельское поселение,321,,
Волгоградская область,Кубинское сельское поселение,661,,
Волгоградская область,Кумзерское сельское поселение,301,,
Волгоградская область,Михайловское сельское поселение,279,,
Волгоградская область,Разинское сельское поселение,779,,
Волгоградская область,Семигороднее сельское поселение,1412,,
Волгоградская область,Слободское сельское поселение,321,,
Волгоградская область,Харовское сельское поселение,998,,
Волгоградская область,Шапшинское сельское поселение,464,,
Волгоградская область,Белокрестское сельское поселение,688,,
Волгоградская область,Борисовское сельское поселение,401,,
Волгоградская область,Избоищское сельское поселение,325,,
Волгоградская область,Лукинское сельское поселение,373,,
Волгоградская область,Мегринское сельское поселение,333,,
Волгоградская область,Первомайское сельское поселение,1001,,
Волгоградская область,Покровское сельское поселение,416,,
Волгоградская область,Абакановское сельское поселение,2764,,
Волгоградская область,Воскресенское сельское поселение,2346,,
Волгоградская область,Малечкинское сельское поселение,2142,,
Волгоградская область,Ирдоматское сельское поселение,1851,,
Волгоградская область,Климовское сельское поселение,2532,,
Волгоградская область,Коротовское сельское поселение,2044,,
Волгоградская область,Мяксинское сельское поселение,2329,,
Волгоградская область,Нелазское сельское поселение,2114,,
Волгоградская область,Николо-Раменское сельское поселение,578,,
Волгоградская область,Судское сельское поселение,6679,,
Волгоградская область,Тоншаловское сельское поселение,5804,,
Волгоградская область,Югское сельское поселение,3929,,
Волгоградская область,Ягановское сельское поселение,1045,,
Волгоградская область,Ягницкое сельское поселение,968,,
Волгоградская область,Яргомжское сельское поселение,3008,,
Волгоградская область,Чебсарское городское поселение,1509,,
Волгоградская область,Домшинское сельское поселение,629,,
Волгоградская область,Ершовское сельское поселение,487,,
Волгоградская область,Железнодорожное сельское поселение,716,,
Волгоградская область,Камешниковское сельское поселение,207,,
Волгоградская область,Любомировское сельское поселение,423,,
Волгоградская область,Никольское сельское поселение,982,,
Волгоградская область,Нифантовское сельское поселение,2421,,
Волгоградская область,Раменское сельское поселение,258,,
Волгоградская область,Сиземское сельское поселение,1589,,
Волгоградская область,Угольское сельское поселение,395,,
Волгоградская область,Фоминское сельское поселение,348,,
Волгоградская область,Чуровское сельское поселение,1913,,
Волгоградская область,Юроченское сельское поселение,197,,
,Сельское поселение Аргуновское,1211,,
,Сельское поселение Благовещенское,1623,,
,Сельское поселение Верхнеустькулойское,634,,
,Сельское поселение Верхнешоношское,618,,
,Сельское поселение Липовское,641,,
,Сельское поселение Муравьевское,4522,,
,Сельское поселение Низовское,642,,
,Сельское поселение Пакшеньгское,442,,
,Сельское поселение Пежемское,837,,
,Сельское поселение Попонаволоцкое,1347,,
,Сельское поселение Пуйское,1164,,
,Сельское поселение Ракуло-Кокшеньгское,463,,
,Сельское поселение Солгинское,1496,,
,Сельское поселение Судромское,879,,
,Сельское поселение Тегринское,1001,,
,Сельское поселение Усть-Вельское,2373,,
,Сельское поселение Усть-Шоношское,1140,,
,Сельское поселение Хозьминское,728,,
,Сельское поселение Шадреньгское,1003,,
,Сельское поселение Шоношское,496,,
,Сельское поселение Афанасьевское,1524,,
,Сельское поселение Верхнетоемское,4332,,
,Сельское поселение Выйское,505,,
,Сельское поселение Горковское,1610,,
,Сельское поселение Двинское,2656,,
,Сельское поселение Пучужское,944,,
,Сельское поселение Сефтренское,652,,
,Сельское поселение Тимошинское,1077,,
,Сельское поселение Федьковское,1792,,
,Сельское поселение Беляевское,190,,
,Сельское поселение Вилегодское,1530,,
,Сельское поселение Ильинское,5439,,
,Сельское поселение Никольское,920,,
,Сельское поселение Павловское,1034,,
,Сельское поселение Селянское,1245,,
,Сельское поселение Борецкое,1311,,
,Сельское поселение Заостровское,396,,
,Сельское поселение Кицкое,514,,
,Сельское поселение Моржегорское,1538,,
,Сельское поселение Осиновское,1028,,
,Сельское поселение Рочегодское,2184,,
,Сельское поселение Усть-Ваеньгское,963,,
,Сельское поселение Шидровское,689,,
,Сельское поселение Ошевенское,548,,
,Сельское поселение Павловское,2091,,
,Сельское поселение Печниковское,944,,
,Сельское поселение Приозерное,1868,,
,Сельское поселение Ухотское,2328,,
,Сельское поселение Волошское,1022,,
,Сельское поселение Вохтомское,984,,
,Сельское поселение Ерцевское,4058,,
,Сельское поселение Климовское,435,,
,Сельское поселение Мирный,587,,
,Сельское поселение Подюжское,3103,,
,Сельское поселение Тавреньгское,1316,,
,Сельское поселение Черемушское,3742,,
,Сельское поселение Алексеевское,6117,,
,Сельское поселение Белослудское,551,,
,Сельское поселение Верхнеуфтюгское,454,,
,Сельское поселение Куликовское,951,,
,Сельское поселение Пермогорское,702,,
,Сельское поселение Телеговское,1480,,
,Сельское поселение Черевковское,2638,,
,Сельское поселение Козьминское,1040,,
,Сельское поселение Сафроновское,4935,,
,Сельское поселение Сойгинское,1243,,
,Сельское поселение Вожгорское,726,,
,Сельское поселение Койнасское,702,,
,Сельское поселение Лешуконское,4371,,
,Сельское поселение Олемское,383,,
,Сельское поселение Ценогорское,555,,
,Сельское поселение Юромское,264,,
,Сельское поселение Быченское,326,,
,Сельское поселение Долгощельское,766,,
,Сельское поселение Дорогорское,461,,
,Сельское поселение Жердское,149,,
,Сельское поселение КозьмоГородское,226,,
,Сельское поселение Койденское,515,,
,Сельское поселение Мосеевское,139,,
,Сельское поселение Ручьевское,277,,
,Сельское поселение Сафоновское,94,,
,Сельское поселение Совпольское,244,,
,Сельское поселение Соянское,273,,
,Сельское поселение Целегорское,209,,
,Сельское поселение Мошинское,1972,,
,Сельское поселение Шалакушское,3758,,
,Сельское поселение Золотухское,890,,
,Сельское поселение Кодинское,2235,,
,Сельское поселение Нименьгское,1015,,
,Сельское поселение Покровское,1667,,
,Сельское поселение Порожское,1182,,
,Сельское поселение Чекуевское,2701,,
,Сельское поселение Веркольское,365,,
,Сельское поселение Карпогорское,5852,,
,Сельское поселение Кеврольское,491,,
,Сельское поселение Кушкопальское,1096,,
,Сельское поселение Лавельское,1260,,
,Сельское поселение Междуреченское,2313,,
,Сельское поселение Нюхченское,453,,
,Сельское поселение Пинежское,4039,,
,Сельское поселение Пиринемское,771,,
,Сельское поселение Покшеньгское,297,,
,Сельское поселение Сийское,1655,,
,Сельское поселение Сосновское,1500,,
,Сельское поселение Сурское,1714,,
,Сельское поселение Труфаногорское,320,,
,Сельское поселение Шилегское,2435,,
,Сельское поселение Емцовское,1241,,
,Сельское поселение Оксовское,2481,,
,Сельское поселение Пуксоозерское,725,,
,Сельское поселение Самодедское,1374,,
,Сельское поселение Кенозерское,1021,,
,Сельское поселение Кенорецкое,944,,
,Сельское поселение Коневское,3334,,
,Сельское поселение Почезерское,488,,
,Сельское поселение Тарасовское,271,,
,Сельское поселение Ундозерское,1028,,
,Сельское поселение Федовское,937,,
,Сельское поселение Холмогорское,359,,
,Сельское поселение Ярнемское,568,,
,Сельское поселение Васьковское,1126,,
,Сельское поселение Вознесенское,1048,,
,Сельское поселение Заостровское,2148,,
,Сельское поселение Зимне-Золотицкое,248,,
,Сельское поселение Катунинское,4311,,
,Сельское поселение Коскогорское,1330,,
,Сельское поселение Ластольское,599,,
,Сельское поселение Летне-Золотицкое,211,,
,Сельское поселение Лисестровское,2040,,
,Сельское поселение Лопшеньгское,273,,
,Сельское поселение Лявленское,1438,,
,Сельское поселение Патракеевское,325,,
,Сельское поселение Пертоминское,358,,
,Сельское поселение Повракульское,538,,
,Сельское поселение Приморское,2636,,
,Сельское поселение Пустошинское,494,,
,Сельское поселение Талажское,2265,,
,Сельское поселение Уемское,3769,,
,Сельское поселение Соловецкое,898,,
,Сельское поселение Березницкое,1455,,
,Сельское поселение Бестужевское,988,,
,Сельское поселение Дмитриевское,660,,
,Сельское поселение Илезское,972,,
,Сельское поселение Киземское,2698,,
,Сельское поселение Лихачевское,573,,
,Сельское поселение Лойгинское,1059,,
,Сельское поселение Малодорское,942,,
,Сельское поселение Орловское,345,,
,Сельское поселение Плосское,551,,
,Сельское поселение Ростовско-Минское,1340,,
,Сельское поселение Синицкое,484,,
,Сельское поселение Строевское,1039,,
,Сельское поселение Череновское,477,,
,Сельское поселение Шангальское,4181,,
,Сельское поселение Белогорское,741,,
,Сельское поселение Двинское,1046,,
,Сельское поселение Емецкое,2930,,
,Сельское поселение Зачачьевское,1190,,
,Сельское поселение Кехотское,520,,
,Сельское поселение Койдокурское,384,,
,Сельское поселение Копачевское,642,,
,Сельское поселение Леуновское,112,,
,Сельское поселение Ломоносовское,611,,
,Сельское поселение Луковецкое,2379,,
,Сельское поселение Матигорское,2501,,
,Сельское поселение Ракульское,1278,,
,Сельское поселение Светлозерское,1008,,
,Сельское поселение Селецкое,629,,
,Сельское поселение Усть-Пинежское,965,,
,Сельское поселение Ухтостровское,573,,
,Сельское поселение Хаврогорское,742,,
,Сельское поселение Холмогорское,4377,,
,Сельское поселение Верхоледское,429,,
,Сельское поселение Верхопаденьгское,652,,
,Сельское поселение Никольское,1236,,
,Сельское поселение Ровдинское,1796,,
,Сельское поселение Сюмское,190,,
,Сельское поселение Усть-Паденьгское,1034,,
,Сельское поселение Федорогорское,1842,,
,Сельское поселение Шеговарское,1541,,
,Сельское поселение Андегское,186,,
,Сельское поселение Великовисочное,924,,
,Сельское поселение Канинское,1357,,
,Сельское поселение Карское,524,,
,Сельское поселение Колгуевское,404,,
,Сельское поселение Коткинское,333,,
,Сельское поселение Малоземельское,816,,
,Сельское поселение Омское,807,,
,Сельское поселение Пешское,953,,
