,region_name,value,oktmo,in_program
16352,Белгородская область,1338.0,14638412,False
16359,Белгородская область,533.0,14638416,False
16366,Белгородская область,838.0,14638420,False
16373,Белгородская область,1480.0,14638424,False
16380,Белгородская область,1768.0,14638428,False
16387,Белгородская область,1183.0,14638432,False
16394,Белгородская область,1122.0,14638436,False
16401,Белгородская область,864.0,14638440,False
16408,Белгородская область,488.0,14638444,False
16415,Белгородская область,822.0,14638448,False
16422,Белгородская область,641.0,14638452,False
16429,Белгородская область,22749.0,14638000,False
16435,Белгородская область,6553.0,14640100,False
16438,Белгородская область,6553.0,14640101,False
16444,Белгородская область,31974.0,14640400,False
16447,Белгородская область,2415.0,14640404,False
16454,Белгородская область,1286.0,14640408,False
16461,Белгородская область,1504.0,14640412,False
16468,Белгородская область,4251.0,14640416,False
16475,Белгородская область,811.0,14640420,False
16482,Белгородская область,935.0,14640424,False
16489,Белгородская область,780.0,14640428,False
16496,Белгородская область,735.0,14640431,False
16503,Белгородская область,594.0,14640436,False
16510,Белгородская область,1560.0,14640440,False
16517,Белгородская область,1810.0,14640444,False
16524,Белгородская область,2308.0,14640448,False
16531,Белгородская область,1187.0,14640452,False
16538,Белгородская область,494.0,14640458,False
16545,Белгородская область,690.0,14640460,False
16552,Белгородская область,2939.0,14640464,False
16559,Белгородская область,1576.0,14640468,False
16566,Белгородская область,1262.0,14640472,False
16573,Белгородская область,1257.0,14640476,False
16580,Белгородская область,838.0,14640488,False
16587,Белгородская область,548.0,14640492,False
16594,Белгородская область,2194.0,14640496,False
16601,Белгородская область,38527.0,14640000,False
16607,Белгородская область,12517.0,14641400,False
16610,Белгородская область,504.0,14641409,False
16617,Белгородская область,1012.0,14641417,False
16624,Белгородская область,845.0,14641423,False
16631,Белгородская область,1300.0,14641448,False
16638,Белгородская область,1166.0,14641453,False
16645,Белгородская область,862.0,14641459,False
16652,Белгородская область,2390.0,14641472,False
16659,Белгородская область,2536.0,14641478,False
16666,Белгородская область,969.0,14641483,False
16673,Белгородская область,933.0,14641487,False
16680,Белгородская область,12517.0,14641000,False
16686,Белгородская область,7525.0,14642100,False
16689,Белгородская область,7317.0,14642151,False
16695,Белгородская область,30914.0,14642400,False
16698,Белгородская область,1153.0,14642404,False
16705,Белгородская область,1410.0,14642408,False
16712,Белгородская область,2581.0,14642412,False
16719,Белгородская область,1521.0,14642416,False
16726,Белгородская область,4003.0,14642420,False
16733,Белгородская область,4878.0,14642424,False
16740,Белгородская область,871.0,14642428,False
16747,Белгородская область,3824.0,14642436,False
16752,Белгородская область,771.0,14642440,False
16759,Белгородская область,3426.0,14642444,False
16766,Белгородская область,832.0,14642448,False
16773,Белгородская область,1289.0,14642452,False
16780,Белгородская область,2804.0,14642456,False
16787,Белгородская область,1551.0,14642460,False
16794,Белгородская область,38439.0,14642000,False
16800,Белгородская область,7941.0,14643100,False
16803,Белгородская область,7941.0,14643151,False
16809,Белгородская область,6640.0,14643400,False
16812,Белгородская область,902.0,14643405,False
16819,Белгородская область,1012.0,14643410,False
16826,Белгородская область,875.0,14643415,False
16833,Белгородская область,1054.0,14643418,False
16840,Белгородская область,966.0,14643430,False
16847,Белгородская область,1043.0,14643435,False
16854,Белгородская область,788.0,14643440,False
16861,Белгородская область,14581.0,14643000,False
16867,Белгородская область,19326.0,14644100,False
16870,Белгородская область,19326.0,14644101,False
16876,Белгородская область,22791.0,14644400,False
16879,Белгородская область,2371.0,14644404,False
16886,Белгородская область,985.0,14644408,False
16893,Белгородская область,1152.0,14644412,False
16900,Белгородская область,701.0,14644416,False
16907,Белгородская область,821.0,14644420,False
16914,Белгородская область,2857.0,14644424,False
16921,Белгородская область,703.0,14644428,False
16928,Белгородская область,1371.0,14644434,False
16935,Белгородская область,2911.0,14644436,False
16942,Белгородская область,904.0,14644440,False
16949,Белгородская область,2387.0,14644444,False
16956,Белгородская область,733.0,14644460,False
16963,Белгородская область,733.0,14644464,False
16970,Белгородская область,850.0,14644468,False
16977,Белгородская область,997.0,14644472,False
16984,Белгородская область,804.0,14644476,False
16991,Белгородская область,1511.0,14644480,False
16998,Белгородская область,42117.0,14644000,False
17004,Белгородская область,9864.0,14646100,False
17007,Белгородская область,9864.0,14646151,False
17013,Белгородская область,18230.0,14646400,False
17016,Белгородская область,1903.0,14646404,False
17023,Белгородская область,2060.0,14646408,False
17030,Белгородская область,783.0,14646412,False
17037,Белгородская область,561.0,14646416,False
17044,Белгородская область,1245.0,14646420,False
17051,Белгородская область,774.0,14646428,False
17058,Белгородская область,1395.0,14646432,False
17065,Белгородская область,495.0,14646436,False
17072,Белгородская область,269.0,14646440,False
17079,Белгородская область,710.0,14646444,False
17086,Белгородская область,1566.0,14646448,False
17093,Белгородская область,1321.0,14646452,False
17100,Белгородская область,1607.0,14646456,False
17107,Белгородская область,1190.0,14646460,False
17114,Белгородская область,735.0,14646464,False
17121,Белгородская область,1274.0,14646468,False
17128,Белгородская область,342.0,14646472,False
17135,Белгородская область,28094.0,14646000,False
17141,Белгородская область,21023.0,14648100,False
17144,Белгородская область,11763.0,14648151,False
17151,Белгородская область,9260.0,14648170,False
17157,Белгородская область,13586.0,14648400,False
17160,Белгородская область,2029.0,14648404,False
17167,Белгородская область,526.0,14648410,False
17174,Белгородская область,1907.0,14648412,False
17181,Белгородская область,956.0,14648414,False
17188,Белгородская область,1559.0,14648428,False
17195,Белгородская область,733.0,14648432,False
17202,Белгородская область,1662.0,14648436,False
17209,Белгородская область,1045.0,14648448,False
17216,Белгородская область,919.0,14648471,False
17223,Белгородская область,1166.0,14648472,False
17230,Белгородская область,1084.0,14648480,False
17237,Белгородская область,34609.0,14648000,False
17243,Белгородская область,11070.0,14650100,False
17246,Белгородская область,11070.0,14650151,False
17252,Белгородская область,12693.0,14650400,False
17255,Белгородская область,1721.0,14650404,False
17262,Белгородская область,1236.0,14650408,False
17269,Белгородская область,1224.0,14650412,False
17276,Белгородская область,897.0,14650416,False
17283,Белгородская область,486.0,14650420,False
17290,Белгородская область,1706.0,14650424,False
17297,Белгородская область,1522.0,14650428,False
17304,Белгородская область,1345.0,14650432,False
17311,Белгородская область,847.0,14650436,False
17318,Белгородская область,837.0,14650439,False
17325,Белгородская область,872.0,14650448,False
17332,Белгородская область,23763.0,14650000,False
17338,Белгородская область,15151.0,14654100,False
17341,Белгородская область,15151.0,14654151,False
17347,Белгородская область,16713.0,14654400,False
17350,Белгородская область,867.0,14654404,False
17357,Белгородская область,569.0,14654407,False
17364,Белгородская область,1199.0,14654412,False
17371,Белгородская область,852.0,14654416,False
17378,Белгородская область,2258.0,14654424,False
17385,Белгородская область,1146.0,14654428,False
17392,Белгородская область,582.0,14654432,False
17399,Белгородская область,525.0,14654436,False
17406,Белгородская область,1293.0,14654440,False
17413,Белгородская область,650.0,14654444,False
17420,Белгородская область,952.0,14654448,False
17427,Белгородская область,1368.0,14654452,False
17434,Белгородская область,1213.0,14654456,False
17441,Белгородская область,1286.0,14654460,False
17448,Белгородская область,1953.0,14654464,False
17455,Белгородская область,31864.0,14654000,False
17461,Белгородская область,43585.0,14656100,False
17464,Белгородская область,43585.0,14656101,False
17470,Белгородская область,47929.0,14656400,False
17473,Белгородская область,1238.0,14656408,False
17480,Белгородская область,3061.0,14656412,False
17487,Белгородская область,2158.0,14656416,False
17494,Белгородская область,1875.0,14656420,False
17501,Белгородская область,2960.0,14656424,False
17508,Белгородская область,7293.0,14656436,False
17515,Белгородская область,2589.0,14656440,False
17522,Белгородская область,4105.0,14656456,False
17529,Белгородская область,2334.0,14656460,False
17536,Белгородская область,7153.0,14656462,False
17543,Белгородская область,1968.0,14656472,False
17550,Белгородская область,6082.0,14656480,False
17557,Белгородская область,1728.0,14656484,False
17564,Белгородская область,3385.0,14656496,False
17571,Белгородская область,91514.0,14656000,False
17577,Белгородская область,35592.0,14658100,False
17580,Белгородская область,24579.0,14658101,False
17587,Белгородская область,8102.0,14658160,False
17594,Белгородская область,2911.0,14658170,False
17600,Белгородская область,21702.0,14658400,False
17603,Белгородская область,1515.0,14658404,False
17610,Белгородская область,1292.0,14658408,False
17617,Белгородская область,1549.0,14658412,False
17624,Белгородская область,3601.0,14658416,False
17631,Белгородская область,1086.0,14658420,False
17638,Белгородская область,980.0,14658428,False
17645,Белгородская область,931.0,14658432,False
17652,Белгородская область,981.0,14658436,False
17659,Белгородская область,2894.0,14658440,False
17666,Белгородская область,1142.0,14658444,False
17673,Белгородская область,363.0,14658446,False
17680,Белгородская область,702.0,14658448,False
17687,Белгородская область,2050.0,14658456,False
17694,Белгородская область,2616.0,14658460,False
17701,Белгородская область,57294.0,14658000,False
17708,Белгородская область,379508.0,14701000,False
17715,Белгородская область,120577.0,14730000,False
17722,Белгородская область,257128.0,14740000,False
17729,Брянская область,11510.0,15604151,False
17736,Брянская область,631.0,15604404,False
17743,Брянская область,1495.0,15604408,False
17750,Брянская область,384.0,15604412,False
17757,Брянская область,1114.0,15604414,False
17764,Брянская область,847.0,15604416,False
17771,Брянская область,706.0,15604424,False
17778,Брянская область,857.0,15604432,False
17785,Брянская область,807.0,15604436,False
17792,Брянская область,659.0,15604440,False
17799,Брянская область,1504.0,15604444,False
17806,Брянская область,20514.0,15604000,False
17813,Брянская область,6090.0,15608404,False
17820,Брянская область,6119.0,15608412,False
17827,Брянская область,701.0,15608416,False
17834,Брянская область,1739.0,15608424,False
17841,Брянская область,3715.0,15608440,False
17848,Брянская область,3890.0,15608442,False
17855,Брянская область,3893.0,15608443,False
17862,Брянская область,1787.0,15608444,False
17869,Брянская область,2656.0,15608450,False
17876,Брянская область,944.0,15608451,False
17883,Брянская область,3743.0,15608454,False
17890,Брянская область,7789.0,15608455,False
17897,Брянская область,2182.0,15608460,False
17904,Брянская область,10602.0,15608463,False
17911,Брянская область,1436.0,15608488,False
17918,Брянская область,57286.0,15608000,False
17925,Брянская область,5632.0,15610151,False
17932,Брянская область,5061.0,15610415,False
17939,Брянская область,1366.0,15610421,False
17946,Брянская область,1507.0,15610425,False
17953,Брянская область,1258.0,15610433,False
17960,Брянская область,1155.0,15610437,False
17967,Брянская область,962.0,15610442,False
17974,Брянская область,983.0,15610448,False
17981,Брянская область,1274.0,15610453,False
17988,Брянская область,725.0,15610454,False
17995,Брянская область,19923.0,15610000,False
18002,Брянская область,1784.0,15611153,False
18009,Брянская область,879.0,15611404,False
18016,Брянская область,3544.0,15611406,False
18023,Брянская область,1059.0,15611440,False
18030,Брянская область,1195.0,15611445,False
18037,Брянская область,1590.0,15611460,False
18044,Брянская область,1172.0,15611464,False
18051,Брянская область,11223.0,15611000,False
18058,Брянская область,9121.0,15612151,False
18065,Брянская область,513.0,15612407,False
18072,Брянская область,1216.0,15612428,False
18079,Брянская область,1193.0,15612432,False
18086,Брянская область,797.0,15612436,False
18093,Брянская область,354.0,15612440,False
18100,Брянская область,5425.0,15612448,False
18107,Брянская область,18619.0,15612000,False
18114,Брянская область,27972.0,15616104,False
18121,Брянская область,5083.0,15616153,False
18128,Брянская область,7759.0,15616156,False
18135,Брянская область,6215.0,15616159,False
18142,Брянская область,4843.0,15616163,False
18149,Брянская область,3037.0,15616404,False
18156,Брянская область,2810.0,15616408,False
18163,Брянская область,294.0,15616416,False
18170,Брянская область,905.0,15616420,False
18177,Брянская область,2588.0,15616432,False
18184,Брянская область,61506.0,15616000,False
18191,Брянская область,2010.0,15620404,False
18198,Брянская область,4333.0,15620420,False
18205,Брянская область,793.0,15620427,False
18212,Брянская область,7136.0,15620000,False
18219,Брянская область,18370.0,15622101,False
18226,Брянская область,1671.0,15622412,False
18233,Брянская область,1210.0,15622418,False
18240,Брянская область,1440.0,15622424,False
18247,Брянская область,1991.0,15622428,False
18254,Брянская область,1198.0,15622436,False
18261,Брянская область,5286.0,15622442,False
18268,Брянская область,1913.0,15622444,False
18275,Брянская область,1147.0,15622448,False
18282,Брянская область,1215.0,15622452,False
18289,Брянская область,35441.0,15622000,False
18296,Брянская область,5565.0,15623101,False
18303,Брянская область,3091.0,15623153,False
18310,Брянская область,694.0,15623410,False
18317,Брянская область,851.0,15623429,False
18324,Брянская область,1180.0,15623433,False
18331,Брянская область,934.0,15623437,False
18338,Брянская область,12315.0,15623000,False
18345,Брянская область,25602.0,15624101,False
18352,Брянская область,1156.0,15624408,False
18359,Брянская область,2200.0,15624412,False
18366,Брянская область,1043.0,15624416,False
18373,Брянская область,988.0,15624420,False
18380,Брянская область,1612.0,15624428,False
18387,Брянская область,891.0,15624444,False
18394,Брянская область,930.0,15624456,False
18401,Брянская область,34422.0,15624000,False
18408,Брянская область,13097.0,15626151,False
18415,Брянская область,1057.0,15626404,False
18422,Брянская область,1316.0,15626424,False
18429,Брянская область,2017.0,15626425,False
18436,Брянская область,1100.0,15626428,False
18443,Брянская область,692.0,15626432,False
18450,Брянская область,19279.0,15626000,False
18457,Брянская область,13565.0,15728000,False
18464,Брянская область,611.0,15628404,False
18471,Брянская область,1370.0,15628420,False
18478,Брянская область,991.0,15628424,False
18485,Брянская область,1024.0,15628428,False
18492,Брянская область,965.0,15628432,False
18499,Брянская область,400.0,15628440,False
18506,Брянская область,948.0,15628448,False
18513,Брянская область,1627.0,15628452,False
18520,Брянская область,1059.0,15628456,False
18527,Брянская область,1764.0,15628460,False
18534,Брянская область,762.0,15628472,False
18541,Брянская область,620.0,15628476,False
18548,Брянская область,1309.0,15628480,False
18555,Брянская область,1344.0,15628488,False
18562,Брянская область,28359.0,15628000,False
18569,Брянская область,1316.0,15630408,False
18576,Брянская область,1330.0,15630424,False
18583,Брянская область,3827.0,15630448,False
18590,Брянская область,1218.0,15630452,False
18597,Брянская область,2295.0,15630457,False
18604,Брянская область,2365.0,15630467,False
18611,Брянская область,2024.0,15630472,False
18618,Брянская область,2438.0,15630480,False
18625,Брянская область,2435.0,15630481,False
18632,Брянская область,19248.0,15630000,False
18639,Брянская область,7935.0,15632151,False
18646,Брянская область,892.0,15632404,False
18653,Брянская область,908.0,15632416,False
18660,Брянская область,1431.0,15632428,False
18667,Брянская область,1331.0,15632440,False
18674,Брянская область,1124.0,15632450,False
18681,Брянская область,1049.0,15632460,False
18688,Брянская область,2666.0,15632464,False
18695,Брянская область,17336.0,15632000,False
18702,Брянская область,6448.0,15634151,False
18709,Брянская область,1086.0,15634420,False
18716,Брянская область,894.0,15634432,False
18723,Брянская область,1326.0,15634436,False
18730,Брянская область,995.0,15634440,False
18737,Брянская область,1341.0,15634452,False
18744,Брянская область,543.0,15634484,False
18751,Брянская область,12633.0,15634000,False
18758,Брянская область,7877.0,15636101,False
18765,Брянская область,867.0,15636404,False
18772,Брянская область,743.0,15636412,False
18779,Брянская область,1363.0,15636416,False
18786,Брянская область,1139.0,15636428,False
18793,Брянская область,1552.0,15636434,False
18800,Брянская область,678.0,15636436,False
18807,Брянская область,633.0,15636446,False
18814,Брянская область,649.0,15636448,False
18821,Брянская область,795.0,15636452,False
18828,Брянская область,789.0,15636464,False
18835,Брянская область,693.0,15636468,False
18842,Брянская область,577.0,15636472,False
18849,Брянская область,18355.0,15636000,False
18856,Брянская область,16083.0,15638151,False
18863,Брянская область,1786.0,15638162,False
18870,Брянская область,865.0,15638404,False
18877,Брянская область,851.0,15638416,False
18884,Брянская область,343.0,15638420,False
18891,Брянская область,924.0,15638432,False
18898,Брянская область,1384.0,15638446,False
18905,Брянская область,503.0,15638448,False
18912,Брянская область,863.0,15638452,False
18919,Брянская область,998.0,15638456,False
18926,Брянская область,1393.0,15638460,False
18933,Брянская область,879.0,15638464,False
18940,Брянская область,856.0,15638468,False
18947,Брянская область,27728.0,15638000,False
18954,Брянская область,1396.0,15640408,False
18961,Брянская область,812.0,15640416,False
18968,Брянская область,2324.0,15640428,False
18975,Брянская область,1902.0,15640476,False
18982,Брянская область,1004.0,15640484,False
18989,Брянская область,969.0,15640488,False
18996,Брянская область,1979.0,15640491,False
19003,Брянская область,1260.0,15640497,False
19010,Брянская область,11646.0,15640000,False
19017,Брянская область,9210.0,15642151,False
19024,Брянская область,1084.0,15642412,False
19031,Брянская область,929.0,15642417,False
19038,Брянская область,1118.0,15642422,False
19045,Брянская область,1481.0,15642428,False
19052,Брянская область,944.0,15642432,False
19059,Брянская область,956.0,15642436,False
19066,Брянская область,1345.0,15642440,False
19073,Брянская область,1278.0,15642444,False
19080,Брянская область,620.0,15642448,False
19087,Брянская область,1662.0,15642452,False
19094,Брянская область,1871.0,15642454,False
19101,Брянская область,1644.0,15642456,False
19108,Брянская область,758.0,15642464,False
19115,Брянская область,1485.0,15642472,False
19122,Брянская область,26385.0,15642000,False
19129,Брянская область,16975.0,15644101,False
19136,Брянская область,437.0,15644160,False
19143,Брянская область,2067.0,15644404,False
19150,Брянская область,715.0,15644408,False
19157,Брянская область,877.0,15644412,False
19164,Брянская область,1214.0,15644416,False
19171,Брянская область,1406.0,15644428,False
19178,Брянская область,596.0,15644436,False
19185,Брянская область,1646.0,15644440,False
19192,Брянская область,1598.0,15644442,False
19199,Брянская область,2801.0,15644444,False
19206,Брянская область,1316.0,15644466,False
19213,Брянская область,870.0,15644472,False
19220,Брянская область,1198.0,15644476,False
19227,Брянская область,701.0,15644480,False
19234,Брянская область,2395.0,15644481,False
19241,Брянская область,1311.0,15644482,False
19248,Брянская область,1478.0,15644484,False
19255,Брянская область,794.0,15644490,False
19262,Брянская область,40395.0,15644000,False
19269,Брянская область,3332.0,15646151,False
19276,Брянская область,882.0,15646408,False
19283,Брянская область,628.0,15646424,False
19290,Брянская область,450.0,15646432,False
19297,Брянская область,1178.0,15646436,False
19304,Брянская область,330.0,15646444,False
19311,Брянская область,6800.0,15646000,False
19318,Брянская область,7846.0,15648101,False
19325,Брянская область,1217.0,15648412,False
19332,Брянская область,1309.0,15648420,False
19339,Брянская область,607.0,15648428,False
19346,Брянская область,1313.0,15648432,False
19353,Брянская область,778.0,15648444,False
19360,Брянская область,1321.0,15648448,False
19367,Брянская область,1539.0,15648458,False
19374,Брянская область,15930.0,15648000,False
19381,Брянская область,3155.0,15650412,False
19388,Брянская область,1123.0,15650416,False
19395,Брянская область,1723.0,15650430,False
19402,Брянская область,1172.0,15650432,False
19409,Брянская область,1588.0,15650436,False
19416,Брянская область,3036.0,15650448,False
19423,Брянская область,2053.0,15650452,False
19430,Брянская область,2740.0,15650456,False
19437,Брянская область,1571.0,15650472,False
19444,Брянская область,2005.0,15650484,False
19451,Брянская область,20166.0,15650000,False
19458,Брянская область,9256.0,15652151,False
19465,Брянская область,1840.0,15652162,False
19472,Брянская область,1725.0,15652404,False
19479,Брянская область,1022.0,15652418,False
19486,Брянская область,711.0,15652428,False
19493,Брянская область,584.0,15652436,False
19500,Брянская область,764.0,15652444,False
19507,Брянская область,15902.0,15652000,False
19514,Брянская область,11186.0,15654101,False
19521,Брянская область,1940.0,15654408,False
19528,Брянская область,1005.0,15654420,False
19535,Брянская область,1821.0,15654422,False
19542,Брянская область,2220.0,15654428,False
19549,Брянская область,1615.0,15654432,False
19556,Брянская область,1522.0,15654440,False
19563,Брянская область,2277.0,15654448,False
19570,Брянская область,23586.0,15654000,False
19577,Брянская область,14073.0,15656101,False
19584,Брянская область,6001.0,15656155,False
19591,Брянская область,2697.0,15656405,False
19598,Брянская область,3124.0,15656440,False
19605,Брянская область,2324.0,15656444,False
19612,Брянская область,3087.0,15656452,False
19619,Брянская область,1570.0,15656460,False
19626,Брянская область,2851.0,15656470,False
19633,Брянская область,35727.0,15656000,False
19640,Брянская область,25529.0,15658101,False
19647,Брянская область,1581.0,15658404,False
19654,Брянская область,1803.0,15658416,False
19661,Брянская область,927.0,15658424,False
19668,Брянская область,1551.0,15658428,False
19675,Брянская область,1762.0,15658440,False
19682,Брянская область,1775.0,15658448,False
19689,Брянская область,1679.0,15658464,False
19696,Брянская область,1041.0,15658468,False
19703,Брянская область,37648.0,15658000,False
19710,Брянская область,427357.0,15701000,False
19717,Брянская область,13333.0,15710000,False
19724,Брянская область,69593.0,15715000,False
19731,Брянская область,40773.0,15720000,False
19738,Брянская область,17140.0,15725000,False
19745,Брянская область,18895.0,15750000,False
19752,Владимирская область,60580.0,17605101,False
19759,Владимирская область,14955.0,17605105,False
19766,Владимирская область,14022.0,17605108,False
19773,Владимирская область,9880.0,17605152,False
19780,Владимирская область,5213.0,17605404,False
19787,Владимирская область,1875.0,17605444,False
19794,Владимирская область,1839.0,17605448,False
19801,Владимирская область,3206.0,17605468,False
19808,Владимирская область,111570.0,17605000,False
19815,Владимирская область,43957.0,17610101,False
19822,Владимирская область,8149.0,17610160,False
19829,Владимирская область,7545.0,17610165,False
19836,Владимирская область,4826.0,17610444,False
19843,Владимирская область,5900.0,17610445,False
19850,Владимирская область,1633.0,17610448,False
19857,Владимирская область,3608.0,17610460,False
19864,Владимирская область,75618.0,17610000,False
19871,Владимирская область,13326.0,17615101,False
19878,Владимирская область,2787.0,17615412,False
19885,Владимирская область,3846.0,17615420,False
19892,Владимирская область,2139.0,17615436,False
19899,Владимирская область,22098.0,17615000,False
19906,Владимирская область,6378.0,17620115,False
19913,Владимирская область,3810.0,17620420,False
19920,Владимирская область,1982.0,17620426,False
19927,Владимирская область,2627.0,17620428,False
19934,Владимирская область,1717.0,17620430,False
19941,Владимирская область,2314.0,17620434,False
19948,Владимирская область,4328.0,17620435,False
19955,Владимирская область,2230.0,17620438,False
19962,Владимирская область,3198.0,17620442,False
19969,Владимирская область,1344.0,17620444,False
19976,Владимирская область,3135.0,17620452,False
19983,Владимирская область,2833.0,17620458,False
19990,Владимирская область,882.0,17620488,False
19997,Владимирская область,4848.0,17620490,False
20004,Владимирская область,41626.0,17620000,False
20011,Владимирская область,12731.0,17625101,False
20018,Владимирская область,5392.0,17625404,False
20025,Владимирская область,3715.0,17625408,False
20032,Владимирская область,4499.0,17625412,False
20039,Владимирская область,1369.0,17625424,False
20046,Владимирская область,2617.0,17625428,False
20053,Владимирская область,30323.0,17625000,False
20060,Владимирская область,28160.0,17630101,False
20067,Владимирская область,2453.0,17630408,False
20074,Владимирская область,2646.0,17630420,False
20081,Владимирская область,3466.0,17630426,False
20088,Владимирская область,2899.0,17630436,False
20095,Владимирская область,39624.0,17630000,False
20102,Владимирская область,7026.0,17635173,False
20109,Владимирская область,5299.0,17635408,False
20116,Владимирская область,5064.0,17635412,False
20123,Владимирская область,9732.0,17635415,False
20130,Владимирская область,4234.0,17635420,False
20137,Владимирская область,31355.0,17635000,False
20144,Владимирская область,44918.0,17640101,False
20151,Владимирская область,3631.0,17640404,False
20158,Владимирская область,1104.0,17640416,False
20165,Владимирская область,1113.0,17640424,False
20172,Владимирская область,2902.0,17640442,False
20179,Владимирская область,814.0,17640444,False
20186,Владимирская область,54482.0,17640000,False
20193,Владимирская область,14490.0,17642101,False
20200,Владимирская область,3390.0,17642412,False
20207,Владимирская область,3160.0,17642424,False
20214,Владимирская область,2379.0,17642428,False
20221,Владимирская область,2250.0,17642432,False
20228,Владимирская область,3098.0,17642440,False
20235,Владимирская область,4132.0,17642452,False
20242,Владимирская область,2280.0,17642480,False
20249,Владимирская область,35179.0,17642000,False
20256,Владимирская область,6357.0,17644408,False
20263,Владимирская область,9914.0,17644424,False
20270,Владимирская область,16271.0,17644000,False
20277,Владимирская область,14113.0,17646101,False
20284,Владимирская область,8734.0,17646110,False
20291,Владимирская область,17695.0,17646120,False
20298,Владимирская область,5982.0,17646153,False
20305,Владимирская область,5433.0,17646157,False
20312,Владимирская область,4230.0,17646448,False
20319,Владимирская область,4886.0,17646454,False
20326,Владимирская область,5252.0,17646456,False
20333,Владимирская область,66325.0,17646000,False
20340,Владимирская область,8370.0,17648151,False
20347,Владимирская область,1551.0,17648408,False
20354,Владимирская область,4972.0,17648416,False
20361,Владимирская область,2859.0,17648424,False
20368,Владимирская область,858.0,17648444,False
20375,Владимирская область,18610.0,17648000,False
20382,Владимирская область,18702.0,17650101,False
20389,Владимирская область,15009.0,17650110,False
20396,Владимирская область,7727.0,17650157,False
20403,Владимирская область,1360.0,17650404,False
20410,Владимирская область,760.0,17650412,False
20417,Владимирская область,2704.0,17650420,False
20424,Владимирская область,1484.0,17650440,False
20431,Владимирская область,2324.0,17650444,False
20438,Владимирская область,1520.0,17650448,False
20445,Владимирская область,2539.0,17650450,False
20452,Владимирская область,912.0,17650456,False
20459,Владимирская область,1682.0,17650460,False
20466,Владимирская область,56723.0,17650000,False
20473,Владимирская область,11023.0,17652101,False
20480,Владимирская область,7192.0,17652404,False
20487,Владимирская область,3929.0,17652408,False
20494,Владимирская область,6238.0,17652420,False
20501,Владимирская область,4509.0,17652432,False
20508,Владимирская область,4917.0,17652434,False
20515,Владимирская область,1992.0,17652440,False
20522,Владимирская область,39800.0,17652000,False
20529,Владимирская область,10061.0,17654101,False
20536,Владимирская область,10331.0,17654403,False
20543,Владимирская область,8116.0,17654412,False
20550,Владимирская область,7946.0,17654432,False
20557,Владимирская область,7543.0,17654436,False
20564,Владимирская область,43997.0,17654000,False
20571,Владимирская область,19137.0,17656101,False
20578,Владимирская область,8670.0,17656416,False
20585,Владимирская область,5449.0,17656432,False
20592,Владимирская область,3105.0,17656448,False
20599,Владимирская область,36361.0,17656000,False
20606,Владимирская область,352690.0,17701000,False
20613,Владимирская область,60707.0,17720000,False
20620,Владимирская область,140981.0,17725000,False
20627,Владимирская область,120613.0,17735000,False
20634,Волгоградская область,1017985.0,18701000,False
20641,Волгоградская область,326841.0,18710000,False
20648,Волгоградская область,115070.0,18715000,False
20655,Волгоградская область,88806.0,18720000,False
20662,Волгоградская область,39548.0,18725000,False
20669,Волгоградская область,38585.0,18728000,False
20676,Волгоградская область,16935.0,18602000,False
20683,Волгоградская область,26440.0,18604000,False
20690,Волгоградская область,60240.0,18605000,False
20697,Волгоградская область,15705.0,18606000,False
20704,Волгоградская область,30040.0,18608000,False
20711,Волгоградская область,31635.0,18610000,False
20718,Волгоградская область,41306.0,18612000,False
20725,Волгоградская область,33104.0,18614000,False
20732,Волгоградская область,56105.0,18616000,False
20739,Волгоградская область,41264.0,18618000,False
20746,Волгоградская область,16997.0,18620000,False
20753,Волгоградская область,17838.0,18622000,False
20760,Волгоградская область,37053.0,18624000,False
20767,Волгоградская область,32547.0,18626000,False
20774,Волгоградская область,30709.0,18630000,False
20782,Волгоградская область,14516.0,18634000,False
20789,Волгоградская область,30797.0,18636000,False
20796,Волгоградская область,35263.0,18638000,False
20803,Волгоградская область,21429.0,18640000,False
20810,Волгоградская область,20990.0,18642000,False
20817,Волгоградская область,17661.0,18643000,False
20824,Волгоградская область,41831.0,18645000,False
20831,Волгоградская область,20668.0,18646000,False
20838,Волгоградская область,16650.0,18647000,False
20845,Волгоградская область,37552.0,18649000,False
20852,Волгоградская область,24480.0,18650000,False
20859,Волгоградская область,59115.0,18651000,False
20866,Волгоградская область,19308.0,18652000,False
20873,Волгоградская область,35481.0,18653000,False
20880,Волгоградская область,27791.0,18654000,False
20887,Волгоградская область,14403.0,18656000,False
20894,Волгоградская область,16438.0,18658000,False
20901,Волгоградская область,3996.0,18602405,False
20908,Волгоградская область,805.0,18602408,False
20915,Волгоградская область,573.0,18602410,False
20922,Волгоградская область,937.0,18602412,False
20929,Волгоградская область,757.0,18602416,False
20936,Волгоградская область,633.0,18602420,False
20943,Волгоградская область,813.0,18602424,False
20950,Волгоградская область,1091.0,18602428,False
20957,Волгоградская область,714.0,18602432,False
20964,Волгоградская область,619.0,18602436,False
20971,Волгоградская область,750.0,18602440,False
20978,Волгоградская область,600.0,18602444,False
20985,Волгоградская область,502.0,18602452,False
20992,Волгоградская область,2644.0,18602456,False
20999,Волгоградская область,1501.0,18602470,False
21006,Волгоградская область,8393.0,18604151,False
21013,Волгоградская область,634.0,18604404,False
21020,Волгоградская область,1733.0,18604408,False
21027,Волгоградская область,618.0,18604410,False
