,region_name,value,oktmo,in_program
95674,Республика Карелия,767.0,86627450,False
95681,Республика Карелия,831.0,86627460,False
95688,Республика Карелия,1324.0,86627465,False
95695,Республика Карелия,10650.0,86630101,False
95702,Республика Карелия,2380.0,86630410,False
95709,Республика Карелия,3583.0,86630415,False
95716,Республика Карелия,703.0,86630419,False
95723,Республика Карелия,1201.0,86630420,False
95730,Республика Карелия,733.0,86630430,False
95737,Республика Карелия,1017.0,86630440,False
95744,Республика Карелия,378.0,86630450,False
95751,Республика Карелия,1108.0,86630490,False
95758,Республика Карелия,11224.0,86633101,False
95765,Республика Карелия,712.0,86633405,False
95772,Республика Карелия,2881.0,86633409,False
95779,Республика Карелия,2771.0,86633420,False
95786,Республика Карелия,1300.0,86633430,False
95793,Республика Карелия,1819.0,86636410,False
95800,Республика Карелия,2972.0,86636411,False
95807,Республика Карелия,1659.0,86636420,False
95814,Республика Карелия,1808.0,86636422,False
95821,Республика Карелия,1453.0,86636433,False
95828,Республика Карелия,879.0,86636436,False
95835,Республика Карелия,2241.0,86636438,False
95842,Республика Карелия,2347.0,86636440,False
95849,Республика Карелия,434.0,86636442,False
95856,Республика Карелия,553.0,86636443,False
95863,Республика Карелия,3449.0,86636470,False
95870,Республика Карелия,906.0,86636475,False
95877,Республика Карелия,976.0,86636476,False
95884,Республика Карелия,3616.0,86639151,False
95891,Республика Карелия,1603.0,86639405,False
95898,Республика Карелия,380.0,86639425,False
95905,Республика Карелия,1410.0,86639435,False
95912,Республика Карелия,807.0,86639450,False
95919,Республика Карелия,3278.0,86639458,False
95926,Республика Карелия,3600.0,86639460,False
95933,Республика Карелия,10520.0,86642101,False
95940,Республика Карелия,955.0,86642405,False
95947,Республика Карелия,1026.0,86642416,False
95954,Республика Карелия,1136.0,86642420,False
95961,Республика Карелия,1437.0,86642425,False
95968,Республика Карелия,354.0,86642430,False
95975,Республика Карелия,2138.0,86642442,False
95982,Республика Карелия,2246.0,86642460,False
95989,Республика Карелия,28117.0,86645101,False
95996,Республика Карелия,8057.0,86645160,False
96003,Республика Карелия,1108.0,86645411,False
96010,Республика Карелия,567.0,86645420,False
96017,Республика Карелия,423.0,86645444,False
96024,Республика Карелия,656.0,86645450,False
96031,Республика Карелия,9270.0,86650101,False
96038,Республика Карелия,550.0,86650410,False
96045,Республика Карелия,2307.0,86650435,False
96052,Республика Карелия,2543.0,86650437,False
96059,Республика Карелия,2743.0,86650443,False
96066,Республика Карелия,272101.0,86701000,False
96073,Республика Карелия,29586.0,86706000,False
96080,Республика Коми,11198.0,87602100,False
96085,Республика Коми,11198.0,87602101,False
96090,Республика Коми,2063.0,87602400,False
96095,Республика Коми,1068.0,87602408,False
96100,Республика Коми,173.0,87602430,False
96105,Республика Коми,679.0,87602442,False
96110,Республика Коми,143.0,87602450,False
96115,Республика Коми,13261.0,87602000,False
96121,Республика Коми,17716.0,87604400,False
96128,Республика Коми,815.0,87604410,False
96135,Республика Коми,3993.0,87604420,False
96142,Республика Коми,1270.0,87604430,False
96149,Республика Коми,1432.0,87604440,False
96156,Республика Коми,820.0,87604450,False
96163,Республика Коми,2033.0,87604460,False
96170,Республика Коми,1899.0,87604470,False
96177,Республика Коми,626.0,87604480,False
96184,Республика Коми,2060.0,87604490,False
96191,Республика Коми,2768.0,87604495,False
96198,Республика Коми,17716.0,87604000,False
96205,Республика Коми,16030.0,87608100,False
96212,Республика Коми,13773.0,87608101,False
96219,Республика Коми,2257.0,87608162,False
96226,Республика Коми,5183.0,87608400,False
96233,Республика Коми,70.0,87608410,False
96240,Республика Коми,283.0,87608420,False
96248,Республика Коми,296.0,87608440,False
96255,Республика Коми,767.0,87608450,False
96262,Республика Коми,1779.0,87608460,False
96269,Республика Коми,229.0,87608470,False
96276,Республика Коми,1362.0,87608480,False
96283,Республика Коми,397.0,87608490,False
96290,Республика Коми,21213.0,87608000,False
96297,Республика Коми,7972.0,87612400,False
96304,Республика Коми,352.0,87612410,False
96311,Республика Коми,896.0,87612418,False
96318,Республика Коми,2862.0,87612420,False
96325,Республика Коми,1336.0,87612422,False
96332,Республика Коми,35.0,87612425,False
96339,Республика Коми,277.0,87612430,False
96346,Республика Коми,151.0,87612433,False
96352,Республика Коми,174.0,87612440,False
96359,Республика Коми,1221.0,87612445,False
96366,Республика Коми,668.0,87612450,False
96373,Республика Коми,7972.0,87612000,False
96380,Республика Коми,19169.0,87616400,False
96387,Республика Коми,1081.0,87616405,False
96394,Республика Коми,1014.0,87616410,False
96401,Республика Коми,519.0,87616415,False
96408,Республика Коми,877.0,87616420,False
96415,Республика Коми,661.0,87616425,False
96422,Республика Коми,4614.0,87616430,False
96429,Республика Коми,469.0,87616435,False
96436,Республика Коми,357.0,87616440,False
96443,Республика Коми,1354.0,87616445,False
96450,Республика Коми,540.0,87616450,False
96457,Республика Коми,1388.0,87616455,False
96464,Республика Коми,1087.0,87616460,False
96471,Республика Коми,623.0,87616465,False
96478,Республика Коми,1075.0,87616470,False
96485,Республика Коми,298.0,87616475,False
96492,Республика Коми,870.0,87616480,False
96499,Республика Коми,1687.0,87616485,False
96506,Республика Коми,655.0,87616490,False
96513,Республика Коми,19169.0,87616000,False
96520,Республика Коми,48878.0,87620100,False
96527,Республика Коми,41189.0,87620101,False
96534,Республика Коми,4998.0,87620103,False
96541,Республика Коми,2691.0,87620104,False
96548,Республика Коми,5410.0,87620400,False
96555,Республика Коми,2586.0,87620407,False
96562,Республика Коми,1619.0,87620423,False
96569,Республика Коми,472.0,87620430,False
96576,Республика Коми,733.0,87620453,False
96583,Республика Коми,54288.0,87620000,False
96590,Республика Коми,19037.0,87624400,False
96597,Республика Коми,347.0,87624405,False
96603,Республика Коми,200.0,87624410,False
96609,Республика Коми,999.0,87624412,False
96616,Республика Коми,642.0,87624415,False
96623,Республика Коми,107.0,87624420,False
96630,Республика Коми,2628.0,87624425,False
96637,Республика Коми,1012.0,87624430,False
96644,Республика Коми,572.0,87624435,False
96651,Республика Коми,1746.0,87624440,False
96658,Республика Коми,7252.0,87624445,False
96665,Республика Коми,180.0,87624450,False
96672,Республика Коми,416.0,87624455,False
96679,Республика Коми,791.0,87624460,False
96686,Республика Коми,1222.0,87624463,False
96693,Республика Коми,625.0,87624465,False
96700,Республика Коми,298.0,87624470,False
96706,Республика Коми,19037.0,87624000,False
96713,Республика Коми,45176.0,87626100,False
96720,Республика Коми,32744.0,87626122,False
96727,Республика Коми,3098.0,87626153,False
96734,Республика Коми,9334.0,87626159,False
96749,Республика Коми,45176.0,87626000,False
96756,Республика Коми,23631.0,87628400,False
96763,Республика Коми,11251.0,87628405,False
96770,Республика Коми,3379.0,87628410,False
96777,Республика Коми,447.0,87628425,False
96784,Республика Коми,222.0,87628428,False
96791,Республика Коми,497.0,87628429,False
96798,Республика Коми,260.0,87628430,False
96805,Республика Коми,2278.0,87628435,False
96812,Республика Коми,1172.0,87628440,False
96819,Республика Коми,584.0,87628445,False
96826,Республика Коми,1049.0,87628450,False
96833,Республика Коми,556.0,87628460,False
96840,Республика Коми,893.0,87628463,False
96847,Республика Коми,1043.0,87628465,False
96854,Республика Коми,23631.0,87628000,False
96861,Республика Коми,13386.0,87632400,False
96868,Республика Коми,7063.0,87632410,False
96875,Республика Коми,685.0,87632413,False
96882,Республика Коми,189.0,87632420,False
96889,Республика Коми,435.0,87632430,False
96896,Республика Коми,515.0,87632435,False
96903,Республика Коми,1589.0,87632440,False
96910,Республика Коми,864.0,87632450,False
96917,Республика Коми,691.0,87632460,False
96924,Республика Коми,185.0,87632470,False
96931,Республика Коми,616.0,87632480,False
96938,Республика Коми,554.0,87632490,False
96945,Республика Коми,13386.0,87632000,False
96952,Республика Коми,6654.0,87636100,False
96959,Республика Коми,6654.0,87636151,False
96966,Республика Коми,5781.0,87636400,False
96973,Республика Коми,583.0,87636411,False
96980,Республика Коми,285.0,87636413,False
96987,Республика Коми,900.0,87636422,False
96994,Республика Коми,111.0,87636433,False
97001,Республика Коми,398.0,87636444,False
97008,Республика Коми,808.0,87636447,False
97015,Республика Коми,793.0,87636450,False
97022,Республика Коми,506.0,87636455,False
97029,Республика Коми,519.0,87636477,False
97036,Республика Коми,878.0,87636498,False
97043,Республика Коми,12435.0,87636000,False
97050,Республика Коми,9141.0,87640100,False
97057,Республика Коми,2546.0,87640152,False
97064,Республика Коми,1303.0,87640153,False
97071,Республика Коми,5292.0,87640155,False
97078,Республика Коми,9917.0,87640400,False
97085,Республика Коми,277.0,87640403,False
97092,Республика Коми,590.0,87640405,False
97099,Республика Коми,2971.0,87640410,False
97106,Республика Коми,392.0,87640415,False
97113,Республика Коми,1395.0,87640420,False
97120,Республика Коми,288.0,87640425,False
97126,Республика Коми,2319.0,87640430,False
97133,Республика Коми,168.0,87640435,False
97140,Республика Коми,457.0,87640440,False
97147,Республика Коми,451.0,87640450,False
97154,Республика Коми,372.0,87640453,False
97161,Республика Коми,237.0,87640455,False
97168,Республика Коми,19058.0,87640000,False
97175,Республика Коми,18052.0,87644100,False
97182,Республика Коми,10180.0,87644105,False
97189,Республика Коми,7872.0,87644155,False
97196,Республика Коми,9495.0,87644400,False
97203,Республика Коми,3435.0,87644405,False
97210,Республика Коми,514.0,87644410,False
97217,Республика Коми,752.0,87644415,False
97224,Республика Коми,452.0,87644416,False
97231,Республика Коми,438.0,87644418,False
97238,Республика Коми,877.0,87644420,False
97245,Республика Коми,753.0,87644423,False
97252,Республика Коми,728.0,87644425,False
97259,Республика Коми,576.0,87644434,False
97266,Республика Коми,970.0,87644440,False
97273,Республика Коми,27547.0,87644000,False
97280,Республика Коми,25520.0,87648400,False
97287,Республика Коми,186.0,87648405,False
97293,Республика Коми,924.0,87648415,False
97300,Республика Коми,628.0,87648420,False
97307,Республика Коми,440.0,87648423,False
97314,Республика Коми,740.0,87648425,False
97321,Республика Коми,173.0,87648430,False
97328,Республика Коми,716.0,87648435,False
97335,Республика Коми,1605.0,87648440,False
97342,Республика Коми,962.0,87648445,False
97349,Республика Коми,1029.0,87648447,False
97356,Республика Коми,436.0,87648450,False
97363,Республика Коми,560.0,87648453,False
97369,Республика Коми,0.0,87648454,False
97376,Республика Коми,244.0,87648455,False
97383,Республика Коми,1967.0,87648460,False
97390,Республика Коми,2986.0,87648465,False
97397,Республика Коми,1611.0,87648470,False
97404,Республика Коми,726.0,87648475,False
97411,Республика Коми,1352.0,87648480,False
97418,Республика Коми,5077.0,87648485,False
97425,Республика Коми,636.0,87648490,False
97432,Республика Коми,2522.0,87648495,False
97439,Республика Коми,25520.0,87648000,False
97446,Республика Коми,12122.0,87652400,False
97453,Республика Коми,321.0,87652405,False
97460,Республика Коми,354.0,87652410,False
97467,Республика Коми,1399.0,87652415,False
97474,Республика Коми,217.0,87652420,False
97481,Республика Коми,841.0,87652425,False
97488,Республика Коми,573.0,87652430,False
97495,Республика Коми,1438.0,87652435,False
97502,Республика Коми,196.0,87652438,False
97509,Республика Коми,5084.0,87652440,False
97516,Республика Коми,369.0,87652445,False
97523,Республика Коми,1330.0,87652450,False
97530,Республика Коми,12122.0,87652000,False
97537,Республика Коми,257921.0,87701000,False
97544,Республика Коми,84707.0,87710000,False
97552,Республика Коми,31344.0,87715000,False
97559,Республика Коми,45754.0,87723000,False
97566,Республика Коми,120800.0,87725000,False
97573,Республика Марий Эл,3997.0,88604159,False
97580,Республика Марий Эл,2979.0,88604405,False
97587,Республика Марий Эл,1263.0,88604418,False
97594,Республика Марий Эл,2016.0,88604424,False
97601,Республика Марий Эл,4082.0,88604435,False
97608,Республика Марий Эл,3892.0,88604442,False
97615,Республика Марий Эл,2160.0,88604447,False
97622,Республика Марий Эл,1835.0,88604469,False
97629,Республика Марий Эл,22224.0,88604000,False
97636,Республика Марий Эл,4354.0,88608420,False
97643,Республика Марий Эл,3183.0,88608425,False
97650,Республика Марий Эл,1559.0,88608430,False
97657,Республика Марий Эл,2193.0,88608435,False
97664,Республика Марий Эл,1944.0,88608440,False
97671,Республика Марий Эл,1836.0,88608445,False
97678,Республика Марий Эл,2655.0,88608450,False
97685,Республика Марий Эл,2538.0,88608455,False
97692,Республика Марий Эл,1862.0,88608465,False
97699,Республика Марий Эл,1429.0,88608470,False
97706,Республика Марий Эл,23553.0,88608000,False
97713,Республика Марий Эл,12103.0,88612101,False
97720,Республика Марий Эл,9989.0,88612162,False
97727,Республика Марий Эл,4937.0,88612184,False
97734,Республика Марий Эл,1828.0,88612405,False
97741,Республика Марий Эл,2092.0,88612420,False
97748,Республика Марий Эл,3112.0,88612425,False
97755,Республика Марий Эл,3854.0,88612430,False
97762,Республика Марий Эл,185.0,88612440,False
97769,Республика Марий Эл,3590.0,88612445,False
97776,Республика Марий Эл,1797.0,88612450,False
97783,Республика Марий Эл,43487.0,88612000,False
97790,Республика Марий Эл,4415.0,88616151,False
97797,Республика Марий Эл,2426.0,88616403,False
97804,Республика Марий Эл,322.0,88616411,False
97811,Республика Марий Эл,1952.0,88616415,False
97818,Республика Марий Эл,716.0,88616435,False
97825,Республика Марий Эл,763.0,88616444,False
97832,Республика Марий Эл,400.0,88616466,False
97839,Республика Марий Эл,776.0,88616488,False
97846,Республика Марий Эл,829.0,88616490,False
97853,Республика Марий Эл,12599.0,88616000,False
97860,Республика Марий Эл,5105.0,88620151,False
97867,Республика Марий Эл,695.0,88620420,False
97874,Республика Марий Эл,1477.0,88620440,False
97881,Республика Марий Эл,1270.0,88620450,False
97888,Республика Марий Эл,648.0,88620460,False
97895,Республика Марий Эл,798.0,88620470,False
97902,Республика Марий Эл,1182.0,88620480,False
97909,Республика Марий Эл,746.0,88620485,False
97916,Республика Марий Эл,1736.0,88620490,False
97923,Республика Марий Эл,13657.0,88620000,False
97930,Республика Марий Эл,8639.0,88624151,False
97937,Республика Марий Эл,2632.0,88624405,False
97944,Республика Марий Эл,2839.0,88624410,False
97951,Республика Марий Эл,2640.0,88624420,False
97958,Республика Марий Эл,1691.0,88624422,False
97965,Республика Марий Эл,2608.0,88624445,False
97972,Республика Марий Эл,21049.0,88624000,False
97979,Республика Марий Эл,17351.0,88628151,False
97986,Республика Марий Эл,4666.0,88628160,False
97993,Республика Марий Эл,1980.0,88628405,False
98000,Республика Марий Эл,1853.0,88628407,False
98007,Республика Марий Эл,2081.0,88628410,False
98014,Республика Марий Эл,3052.0,88628412,False
98021,Республика Марий Эл,4316.0,88628417,False
98028,Республика Марий Эл,3118.0,88628418,False
98035,Республика Марий Эл,4900.0,88628419,False
98042,Республика Марий Эл,1218.0,88628420,False
98049,Республика Марий Эл,3793.0,88628425,False
98056,Республика Марий Эл,967.0,88628428,False
98059,Республика Марий Эл,1734.0,88628430,False
98066,Республика Марий Эл,912.0,88628435,False
98069,Республика Марий Эл,1774.0,88628440,False
98076,Республика Марий Эл,4149.0,88628442,False
98083,Республика Марий Эл,1730.0,88628448,False
98090,Республика Марий Эл,2348.0,88628450,False
98097,Республика Марий Эл,775.0,88628455,False
98100,Республика Марий Эл,3689.0,88628470,False
98107,Республика Марий Эл,1594.0,88628480,False
98114,Республика Марий Эл,68000.0,88628000,False
98121,Республика Марий Эл,11756.0,88632151,False
98128,Республика Марий Эл,994.0,88632415,False
98135,Республика Марий Эл,2971.0,88632425,False
98142,Республика Марий Эл,1023.0,88632426,False
98149,Республика Марий Эл,2108.0,88632445,False
98156,Республика Марий Эл,2147.0,88632455,False
98163,Республика Марий Эл,2007.0,88632460,False
98170,Республика Марий Эл,2258.0,88632470,False
98177,Республика Марий Эл,2663.0,88632475,False
98184,Республика Марий Эл,1724.0,88632480,False
98191,Республика Марий Эл,29651.0,88632000,False
98198,Республика Марий Эл,6230.0,88636151,False
98205,Республика Марий Эл,1390.0,88636420,False
98212,Республика Марий Эл,3029.0,88636435,False
98219,Республика Марий Эл,1969.0,88636440,False
98226,Республика Марий Эл,2983.0,88636450,False
98233,Республика Марий Эл,15601.0,88636000,False
98240,Республика Марий Эл,6218.0,88640151,False
98247,Республика Марий Эл,638.0,88640402,False
98250,Республика Марий Эл,1196.0,88640405,False
98257,Республика Марий Эл,643.0,88640410,False
98260,Республика Марий Эл,883.0,88640419,False
98263,Республика Марий Эл,1199.0,88640420,False
98270,Республика Марий Эл,871.0,88640435,False
98273,Республика Марий Эл,552.0,88640440,False
98276,Республика Марий Эл,520.0,88640445,False
98279,Республика Марий Эл,605.0,88640448,False
98282,Республика Марий Эл,1077.0,88640450,False
98289,Республика Марий Эл,14402.0,88640000,False
98296,Республика Марий Эл,5833.0,88644151,False
98303,Республика Марий Эл,1330.0,88644411,False
98310,Республика Марий Эл,1561.0,88644422,False
98317,Республика Марий Эл,541.0,88644433,False
98324,Республика Марий Эл,753.0,88644444,False
98331,Республика Марий Эл,1561.0,88644455,False
98338,Республика Марий Эл,1199.0,88644477,False
98345,Республика Марий Эл,819.0,88644480,False
98352,Республика Марий Эл,1472.0,88644488,False
98359,Республика Марий Эл,15069.0,88644000,False
98366,Республика Марий Эл,8563.0,88648151,False
98373,Республика Марий Эл,1113.0,88648415,False
98380,Республика Марий Эл,1366.0,88648420,False
98387,Республика Марий Эл,1376.0,88648425,False
98394,Республика Марий Эл,2671.0,88648435,False
98401,Республика Марий Эл,2249.0,88648445,False
98408,Республика Марий Эл,2407.0,88648455,False
98415,Республика Марий Эл,1880.0,88648468,False
98422,Республика Марий Эл,2618.0,88648475,False
98429,Республика Марий Эл,24243.0,88648000,False
98436,Республика Марий Эл,11805.0,88652151,False
98443,Республика Марий Эл,1873.0,88652410,False
98450,Республика Марий Эл,1917.0,88652420,False
98457,Республика Марий Эл,3434.0,88652430,False
98464,Республика Марий Эл,3574.0,88652447,False
98471,Республика Марий Эл,1201.0,88652470,False
98478,Республика Марий Эл,3504.0,88652490,False
98485,Республика Марий Эл,2840.0,88652492,False
98492,Республика Марий Эл,30148.0,88652000,False
98499,Республика Марий Эл,3182.0,88656151,False
98506,Республика Марий Эл,426.0,88656411,False
98513,Республика Марий Эл,433.0,88656422,False
98520,Республика Марий Эл,757.0,88656455,False
98523,Республика Марий Эл,1164.0,88656466,False
98530,Республика Марий Эл,1113.0,88656474,False
98537,Республика Марий Эл,1022.0,88656477,False
98544,Республика Марий Эл,8097.0,88656000,False
98551,Республика Марий Эл,271224.0,88701000,False
98558,Республика Марий Эл,54872.0,88705000,False
98565,Республика Марий Эл,20810.0,88715000,False
98572,Республика Мордовия,27214.0,89603000,False
98577,Республика Мордовия,9471.0,89605000,False
98582,Республика Мордовия,18667.0,89607000,False
98587,Республика Мордовия,13305.0,89610000,False
98592,Республика Мордовия,7615.0,89613000,False
98597,Республика Мордовия,12803.0,89616000,False
98602,Республика Мордовия,10817.0,89618000,False
98607,Республика Мордовия,56486.0,89621000,False
98612,Республика Мордовия,13308.0,89624000,False
98617,Республика Мордовия,19653.0,89626000,False
98622,Республика Мордовия,7454.0,89628000,False
98627,Республика Мордовия,41608.0,89629000,False
98632,Республика Мордовия,10355.0,89631000,False
98637,Республика Мордовия,24738.0,89634000,False
98642,Республика Мордовия,34357.0,89637000,False
98647,Республика Мордовия,20067.0,89640000,False
98652,Республика Мордовия,65080.0,89643000,False
98657,Республика Мордовия,13049.0,89646000,False
98662,Республика Мордовия,15604.0,89649000,False
98667,Республика Мордовия,11366.0,89651000,False
98672,Республика Мордовия,20045.0,89654000,False
98677,Республика Мордовия,30954.0,89657000,False
98680,Республика Мордовия,328140.0,89701000,False
98685,Республика Северная Осетия-Алания,37626.0,90605000,False
98692,Республика Северная Осетия-Алания,31275.0,90610000,False
98699,Республика Северная Осетия-Алания,18649.0,90615000,False
98706,Республика Северная Осетия-Алания,15285.0,90620000,False
98713,Республика Северная Осетия-Алания,27518.0,90625000,False
98720,Республика Северная Осетия-Алания,85877.0,90630000,False
98727,Республика Северная Осетия-Алания,57129.0,90635000,False
98734,Республика Северная Осетия-Алания,105141.0,90640000,False
98741,Республика Северная Осетия-Алания,325477.0,90701000,False
98748,Карачаево-Черкесская Республика,124951.0,91701000,False
98755,Карачаево-Черкесская Республика,38091.0,91705000,False
98762,Карачаево-Черкесская Республика,469837.0,91000000,False
98769,Карачаево-Черкесская Республика,17210.0,91601000,False
98776,Карачаево-Черкесская Республика,15856.0,91603000,False
98783,Карачаево-Черкесская Республика,49441.0,91610000,False
98790,Карачаево-Черкесская Республика,32247.0,91615000,False
98797,Карачаево-Черкесская Республика,43529.0,91620000,False
98804,Карачаево-Черкесская Республика,15577.0,91623000,False
98811,Карачаево-Черкесская Республика,28783.0,91625000,False
98818,Карачаево-Черкесская Республика,23637.0,91630000,False
98825,Карачаево-Черкесская Республика,49957.0,91635000,False
98832,Карачаево-Черкесская Республика,30558.0,91640000,False
98838,Карачаево-Черкесская Республика,2610.0,91601415,False
98844,Карачаево-Черкесская Республика,3068.0,91601424,False
98850,Карачаево-Черкесская Республика,8343.0,91601439,False
98856,Карачаево-Черкесская Республика,2483.0,91601441,False
98862,Карачаево-Черкесская Республика,706.0,91601443,False
98868,Карачаево-Черкесская Республика,3907.0,91603408,False
98874,Карачаево-Черкесская Республика,2065.0,91603412,False
98880,Карачаево-Черкесская Республика,1884.0,91603420,False
98886,Карачаево-Черкесская Республика,1730.0,91603440,False
98892,Карачаево-Черкесская Республика,1330.0,91603445,False
98898,Карачаево-Черкесская Республика,3660.0,91603460,False
98904,Карачаево-Черкесская Республика,1280.0,91603465,False
98910,Карачаево-Черкесская Республика,949.0,91610402,False
98916,Карачаево-Черкесская Республика,2147.0,91610405,False
98922,Карачаево-Черкесская Республика,18306.0,91610410,False
98928,Карачаево-Черкесская Республика,4659.0,91610415,False
98934,Карачаево-Черкесская Республика,6879.0,91610420,False
98940,Карачаево-Черкесская Республика,3375.0,91610425,False
98946,Карачаево-Черкесская Республика,1655.0,91610430,False
98952,Карачаево-Черкесская Республика,10872.0,91610440,False
98958,Карачаево-Черкесская Республика,599.0,91610450,False
98965,Карачаево-Черкесская Республика,3247.0,91615154,False
98972,Карачаево-Черкесская Республика,3156.0,91615157,False
98978,Карачаево-Черкесская Республика,2134.0,91615405,False
98984,Карачаево-Черкесская Республика,2526.0,91615410,False
98990,Карачаево-Черкесская Республика,1139.0,91615415,False
98996,Карачаево-Черкесская Республика,3448.0,91615430,False
99002,Карачаево-Черкесская Республика,918.0,91615435,False
99008,Карачаево-Черкесская Республика,2914.0,91615440,False
99014,Карачаево-Черкесская Республика,5162.0,91615445,False
99020,Карачаево-Черкесская Республика,756.0,91615447,False
99026,Карачаево-Черкесская Республика,1271.0,91615455,False
99032,Карачаево-Черкесская Республика,832.0,91615456,False
99038,Карачаево-Черкесская Республика,1330.0,91615465,False
99044,Карачаево-Черкесская Республика,1876.0,91615470,False
99050,Карачаево-Черкесская Республика,1538.0,91615475,False
99056,Карачаево-Черкесская Республика,2698.0,91620405,False
99062,Карачаево-Черкесская Республика,710.0,91620420,False
99068,Карачаево-Черкесская Республика,3246.0,91620425,False
99074,Карачаево-Черкесская Республика,3886.0,91620430,False
99080,Карачаево-Черкесская Республика,926.0,91620435,False
99086,Карачаево-Черкесская Республика,5994.0,91620445,False
99092,Карачаево-Черкесская Республика,1799.0,91620450,False
99098,Карачаево-Черкесская Республика,7223.0,91620455,False
99104,Карачаево-Черкесская Республика,16616.0,91620460,False
99110,Карачаево-Черкесская Республика,431.0,91620470,False
99116,Карачаево-Черкесская Республика,1769.0,91623405,False
99122,Карачаево-Черкесская Республика,4592.0,91623408,False
99128,Карачаево-Черкесская Республика,1684.0,91623412,False
99134,Карачаево-Черкесская Республика,5067.0,91623415,False
99140,Карачаево-Черкесская Республика,2465.0,91623418,False
99147,Карачаево-Черкесская Республика,990.0,91625158,False
99153,Карачаево-Черкесская Республика,3667.0,91625407,False
99159,Карачаево-Черкесская Республика,1671.0,91625410,False
99165,Карачаево-Черкесская Республика,2219.0,91625415,False
99171,Карачаево-Черкесская Республика,3088.0,91625420,False
99177,Карачаево-Черкесская Республика,1103.0,91625425,False
99183,Карачаево-Черкесская Республика,1333.0,91625427,False
99189,Карачаево-Черкесская Республика,3172.0,91625430,False
99195,Карачаево-Черкесская Республика,2052.0,91625435,False
99201,Карачаево-Черкесская Республика,3375.0,91625445,False
99207,Карачаево-Черкесская Республика,794.0,91625450,False
99213,Карачаево-Черкесская Республика,5319.0,91625455,False
99220,Карачаево-Черкесская Республика,5654.0,91630158,False
99226,Карачаево-Черкесская Республика,219.0,91630405,False
99232,Карачаево-Черкесская Республика,6797.0,91630413,False
99238,Карачаево-Черкесская Республика,1284.0,91630415,False
99244,Карачаево-Черкесская Республика,7400.0,91630425,False
99250,Карачаево-Черкесская Республика,817.0,91630430,False
99256,Карачаево-Черкесская Республика,1466.0,91630450,False
99263,Карачаево-Черкесская Республика,29665.0,91635101,False
99269,Карачаево-Черкесская Республика,1884.0,91635405,False
99275,Карачаево-Черкесская Республика,1408.0,91635407,False
99281,Карачаево-Черкесская Республика,6093.0,91635410,False
99287,Карачаево-Черкесская Республика,953.0,91635415,False
99293,Карачаево-Черкесская Республика,2213.0,91635420,False
99299,Карачаево-Черкесская Республика,4410.0,91635435,False
99305,Карачаево-Черкесская Республика,3331.0,91635445,False
99311,Карачаево-Черкесская Республика,5368.0,91640403,False
99317,Карачаево-Черкесская Республика,1145.0,91640406,False
99323,Карачаево-Черкесская Республика,3517.0,91640408,False
99329,Карачаево-Черкесская Республика,2069.0,91640411,False
99335,Карачаево-Черкесская Республика,3334.0,91640414,False
99341,Карачаево-Черкесская Республика,1217.0,91640417,False
99347,Карачаево-Черкесская Республика,2798.0,91640420,False
99353,Карачаево-Черкесская Республика,1730.0,91640425,False
99359,Карачаево-Черкесская Республика,3117.0,91640430,False
99365,Карачаево-Черкесская Республика,6263.0,91640440,False
99468,Республика Татарстан,36244.0,92601000,False
99595,Республика Татарстан,63544.0,92602000,False
99694,Республика Татарстан,30628.0,92604000,False
99809,Республика Татарстан,31322.0,92605000,False
99904,Республика Татарстан,26107.0,92606000,False
99999,Республика Татарстан,19670.0,92607000,False
100162,Республика Татарстан,201423.0,92608000,False
100265,Республика Татарстан,20999.0,92610000,False
100348,Республика Татарстан,52073.0,92612000,False
100407,Республика Татарстан,13307.0,92613000,False
100478,Республика Татарстан,35906.0,92614000,False
100565,Республика Татарстан,33803.0,92615000,False
100656,Республика Татарстан,109156.0,92617000,False
100795,Республика Татарстан,44596.0,92618000,False
100890,Республика Татарстан,16619.0,92620000,False
101001,Республика Татарстан,45174.0,92622000,False
101088,Республика Татарстан,24172.0,92624000,False
101167,Республика Татарстан,83698.0,92626000,False
101274,Республика Татарстан,56962.0,92627000,False
101385,Республика Татарстан,161804.0,92628000,False
101464,Республика Татарстан,14458.0,92629000,False
101559,Республика Татарстан,16213.0,92630000,False
101642,Республика Татарстан,19855.0,92632000,False
101777,Республика Татарстан,51468.0,92633000,False
101888,Республика Татарстан,37999.0,92634000,False
102003,Республика Татарстан,85786.0,92636000,False
102134,Республика Татарстан,44198.0,92638000,False
102209,Республика Татарстан,30337.0,92639000,False
102304,Республика Татарстан,29133.0,92640000,False
102391,Республика Татарстан,21043.0,92642000,False
102474,Республика Татарстан,273805.0,92644000,False
102545,Республика Татарстан,13685.0,92645000,False
102668,Республика Татарстан,59182.0,92646000,False
102763,Республика Татарстан,30233.0,92648000,False
102886,Республика Татарстан,26746.0,92650000,False
102981,Республика Татарстан,31144.0,92652000,False
103088,Республика Татарстан,36347.0,92653000,False
103147,Республика Татарстан,21214.0,92654000,False
103246,Республика Татарстан,23674.0,92655000,False
103309,Республика Татарстан,14104.0,92656000,False
103412,Республика Татарстан,38045.0,92657000,False
103495,Республика Татарстан,19939.0,92658000,False
103606,Республика Татарстан,79517.0,92659000,False
103617,Республика Татарстан,1190850.0,92701000,False
103652,Республика Татарстан,522048.0,92730000,False
103659,Республика Тыва,10489.0,93605000,False
