,region_name,value,in_program,year
972,Астраханская область,1834.0,False,2014
973,Астраханская область,1638.0,False,2014
974,Астраханская область,2048.0,False,2014
975,Астраханская область,1874.0,False,2014
976,Астраханская область,1850.0,False,2014
977,Астраханская область,6758.0,False,2014
978,Астраханская область,9536.0,True,2014
979,Астраханская область,2330.0,False,2014
980,Астраханская область,2519.0,False,2014
981,Астраханская область,2504.0,False,2014
982,Астраханская область,3356.0,False,2014
983,Астраханская область,8794.0,False,2014
984,Астраханская область,1354.0,False,2014
985,Астраханская область,3473.0,False,2014
986,Астраханская область,2096.0,False,2014
987,Астраханская область,5150.0,False,2014
988,Астраханская область,4326.0,False,2014
989,Астраханская область,4795.0,False,2014
990,Астраханская область,4794.0,False,2014
991,Астраханская область,2478.0,False,2014
992,Астраханская область,1405.0,True,2014
993,Астраханская область,2018.0,False,2014
994,Астраханская область,1184.0,True,2014
995,Астраханская область,900.0,False,2014
996,Астраханская область,5522.0,False,2014
997,Астраханская область,1933.0,False,2014
998,Астраханская область,4112.0,False,2014
999,Астраханская область,3172.0,False,2014
1000,Астраханская область,1025.0,False,2014
1001,Астраханская область,1365.0,False,2014
1002,Астраханская область,977.0,False,2014
1003,Астраханская область,781.0,False,2014
1004,Астраханская область,529.0,False,2014
1005,Астраханская область,2205.0,False,2014
1006,Астраханская область,1653.0,False,2014
1007,Астраханская область,2100.0,False,2014
1008,Астраханская область,1516.0,False,2014
1009,Астраханская область,7659.0,False,2014
1010,Красноярский край,8967.0,False,2014
1011,Красноярский край,399.0,False,2014
1012,Красноярский край,952.0,False,2014
1013,Красноярский край,301.0,False,2014
1014,Красноярский край,2313.0,False,2014
1015,Красноярский край,338.0,False,2014
1016,Красноярский край,540.0,False,2014
1017,Красноярский край,833.0,False,2014
1018,Красноярский край,700.0,False,2014
1019,Красноярский край,694.0,False,2014
1020,Красноярский край,295.0,True,2014
1021,Красноярский край,1625.0,False,2014
1022,Красноярский край,679.0,False,2014
1023,Красноярский край,804.0,False,2014
1024,Красноярский край,1680.0,True,2014
1025,Красноярский край,502.0,False,2014
1026,Красноярский край,1555.0,False,2014
1027,Красноярский край,1833.0,False,2014
